Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublínea de Inversión;Descripción Sublínea de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado ;Pagos Real
;;001;190;15340;61904;2020/000566;2020/000566;PLAZA DE LA EMPERATRIZ DISTRITO CARABANCHEL. OBRAS DE REMODELACIÓN;211;CARABANCHEL;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;27111,00;0,00;27111,00;0,96;0,00;27110,04;27110,04;0,00;0,00;0,00
;;001;190;15340;61904;2020/000567;2020/000567;PLAZA DE LA VAGUADA DISTRITO FUENCARRAL-EL PARDO. OBRAS DE REMODELACIÓN;208;FUENCARRAL-EL PARDO;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;49111,00;0,00;49111,00;4372,64;0,00;44738,36;44738,36;2889,96;0,00;0,00
;;001;190;15340;61904;2020/000568;2020/000568;PLAZA DE LOS MISTERIOS DISTRITO CIUDAD LINEAL. OBRAS DE REMODELACIÓN;215;CIUDAD LINEAL;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;49111,00;0,00;49111,00;0,96;0,00;49110,04;49110,04;0,00;0,00;0,00
;;001;190;15340;61904;2020/000569;2020/000569;PLAZA DE LA REMONTA DISTRITO TETUÁN. OBRAS DE REMODELACIÓN;206;TETUAN;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;49105,00;0,00;49105,00;0,91;0,00;49104,09;49104,09;0,00;0,00;0,00
;;001;190;15340;61904;2020/000570;2020/000570;PLAZA DEL ENCUENTRO DISTRITO MORATALAZ. OBRAS DE REMODELACIÓN;214;MORATALAZ;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;49111,00;0,00;49111,00;0,96;0,00;49110,04;49110,04;0,00;0,00;0,00
;;001;190;15340;61904;2021/000327;2021/000327;INTERSECCIONES C/ JOAQUÍN COSTA Y FRANCISCO SILVELA CON C/ LÓPEZ DE HOYOS. REURBANIZACIÓN;205;CHAMARTIN;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;10620000,00;-3287089,52;7332910,48;0,00;0,00;7332910,48;7332910,48;0,00;0,00;0,00
;;001;190;15340;61904;2021/000329;2021/000329;PUERTA DEL SOL. OBRAS DE REMODELACIÓN;201;CENTRO;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;1850000,00;-278771,47;1571228,53;1269073,53;0,00;302155,00;302155,00;0,00;0,00;0,00
;;001;190;15340;61904;2021/000474;2021/000474;AREA INTERMODAL EN LA PLAZA DE FELIPE II. CONSTRUCCIÓN;204;SALAMANCA;07;INFRAESTRUCTURAS;03;INTERCAMBIADORES DE TRANSPORTE;;;;;;;0,00;1585751,00;1585751,00;0,00;0,00;1585751,00;1585751,00;0,00;0,00;0,00
;;001;190;15340;61904;2021/000493;2021/000493;PUENTE DE LA C/PEDRO BOSCH, BARRIO DE PACÍFICO. DEMOLICIÓN Y URBANIZACIÓN DEL ENTORNO;203;RETIRO;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;550000,00;-530000,00;20000,00;20000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;190;15340;61904;2021/000502;2021/000502;ENTORNO PLAZA DE LOS MOSTENSES. REMODELACIÓN Y MEJORA MOVILIDAD;201;CENTRO;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;200000,00;0,00;200000,00;200000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;190;15340;61904;2021/002010;2021/002010;ITINERARIO DE MIRADORES EN EL DISTRITO PUENTE DE VALLECAS (ID 18: 311 Y 840);213;PUENTE DE VALLECAS;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;1834128,00;1834128,00;1834128,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;190;15340;61904;2021/001150;2021/001150;MUSEO DE ESCULTURAS AL AIRE LIBRE DEL PASEO DE LA CASTELLANA. ACCESIBILIDAD UNIVERSAL;998;VARIOS DISTRITOS;10;CULTURA;02;MUSEOS Y COLECCIONES;;;;;;;0,00;1881512,00;1881512,00;1881512,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;190;15340;61904;2021/001151;2021/001151;BARRIO DE LA JUSTICIA, C/ALMIRANTE, PRIM  Y OTRAS DEL DISTRITO CENTRO. REMODELACIÓN VIARIA;201;CENTRO;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;1718725,00;1718725,00;1718725,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;190;15340;61904;2021/001152;2021/001152;AVENIDA DEL GENERAL PERÓN. REMODELACIÓN ESPACIOS ESTANCIALES E ITINERARIOS PEATONALES;206;TETUAN;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;0,00;3221775,00;3221775,00;3221775,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;190;15340;61910;2019/003694;2019/003694;C/ALCALÁ:TRAMO M-30-QUINTANA.CIUDAD LINEAL.ADECUACIÓN FIRMES Y PAVIMENTOS ACERAS Y CALZADAS;215;CIUDAD LINEAL;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;278771,47;278771,47;278771,47;0,00;0,00;0,00;0,00;0,00;0,00
;;001;190;15340;61910;2021/000473;2021/000473;CALLE ALCALÁ. TRAMO CEDACEROS - CIBELES. OBRAS DE REMODELACIÓN;201;CENTRO;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;3417199,00;3417199,00;3417199,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;190;15340;61910;2021/000475;2021/000475;CALLE ORTEGA Y GASSET, TRAMO: Pº CASTELLANA -PRÍNCIPE DE VERGARA. REMODELACIÓN;204;SALAMANCA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;3230158,00;3230158,00;3230158,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;190;15340;61910;2021/000500;2021/000500;PLAN ESPECIAL RECOLETOS-PRADO. OBRAS DE URBANIZACIÓN;203;RETIRO;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;0,00;1000000,00;1000000,00;111438,99;0,00;888561,01;888561,01;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;190;15340;61910;2019/003694;2019/003694;C/ALCALÁ:TRAMO M-30-QUINTANA.CIUDAD LINEAL.ADECUACIÓN FIRMES Y PAVIMENTOS ACERAS Y CALZADAS;215;CIUDAD LINEAL;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;1461920,00;0,00;1461920,00;0,78;0,00;1461919,22;1461919,22;622269,64;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;190;15340;61911;2021/000340;2021/000340;PASO INFERIOR BAJO LÍNEA FERROCARRIL POLÍGONO INDUSTRIAL VILLA DE VALLECAS. DESDOBLAMIENTO;998;VARIOS DISTRITOS;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;1000000,00;0,00;1000000,00;1000000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;190;16501;60917;2021/002044;2021/002044;TECNOLOGÍA LED EN LAS FAROLAS DE LA CIUDAD DE MADRID. INSTALACIÓN (ID 18: 1619);998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;2520000,00;2520000,00;2520000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;190;16501;61911;2018/005127;2018/005127;MEJORA DE INSTALACIONES DE VENTILACIÓN Y SEGURIDAD EN PASOS A DISTINTO NIVEL;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;04;CONSERVACIÓN  PASOS A DISTINTO NIVEL;;;;;;;0,00;177938,00;177938,00;177938,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;190;16501;61911;2021/000470;2021/000470;TÚNELES DE LA CIUDAD. ACONDICIONAMIENTO DE INSTALACIONES Y DRENAJE;998;VARIOS DISTRITOS;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;;;;;;;0,00;2300000,00;2300000,00;2300000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;190;93301;62200;2016/000341;2016/000341;INSTALACIÓN DEPORTIVA ENSANCHE DE VALLECAS (PAU VALLECAS). CONSTRUCCIÓN;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;5187396,00;1480930,42;6668326,42;1580930,65;0,00;5087395,77;5087395,77;1636326,36;0,00;1333711,26
;;001;190;93301;62200;2016/000427;2016/000427;CENTRO CULTURAL EN VALDERRIVAS, C/ TITANIO. CONSTRUCCIÓN;219;VICALVARO;10;CULTURA;03;CENTROS CULTURALES;;;;;;;5384625,00;-2197242,26;3187382,74;0,00;0,00;3187382,74;3187382,74;106139,33;0,00;106139,33
;;001;190;93301;62200;2016/000470;2016/000470;CENTRO DEPORTIVO C/COSTANILLA DESAMPARADOS, 15 C/V A C/FÚCAR, 6. CONSTRUCCIÓN;201;CENTRO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;14000000,00;-1483314,00;12516686,00;6516686,00;0,00;6000000,00;6000000,00;1373734,28;0,00;1089627,30
;;001;190;93301;62200;2016/000475;2016/000475;CENTRO DE MAYORES Y SERVICIOS SOCIALES TRAVESÍA CAÑO, 5. CONSTRUCCIÓN;209;MONCLOA-ARAVACA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;486504,00;0,00;486504,00;486504,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;190;93301;62200;2016/000505;2016/000505;FACTORÍA INDUSTRIAL EN VILLAVERDE (EL GATO). CONSTRUCCIÓN;217;VILLAVERDE;14;SECTORES PRODUCTIVOS;01;PROMOCIÓN ECONÓMICA;;;;;;;0,00;535796,00;535796,00;535796,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;190;93301;62200;2016/000529;2016/000529;CENTRO DE MAYORES C/ BLAS CABRERA. CONSTRUCCIÓN (ID 17: 5177);210;LATINA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;297216,00;297216,00;297216,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;190;93301;62200;2016/000533;2016/000533;CENTRO DEPORTIVO LA CEBADA. CONSTRUCCIÓN;201;CENTRO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;8892403,00;-998434,93;7893968,07;0,00;0,00;7893968,07;7893968,07;1327539,91;0,00;1327539,91
;;001;190;93301;62200;2016/000538;2016/000538;CENTRO DE SERVICIOS SOCIALES ENSANCHE DE VALLECAS. CONSTRUCCIÓN;218;VILLA DE VALLECAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;;;;;;;5339032,00;0,00;5339032,00;591288,21;0,00;4747743,79;4747743,79;669015,50;0,00;669015,50
;;001;190;93301;62200;2017/000187;2017/000187;CENTRO DE MAYORES Y OTROS USOS POLIVALENTES C/ BRONCE. CONSTRUCCIÓN;202;ARGANZUELA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;100000,00;0,00;100000,00;0,00;0,00;100000,00;0,00;0,00;0,00;0,00
;;001;190;93301;62200;2017/000189;2017/000189;UNIDAD INTEGRAL POLICÍA DISTRITO RETIRO Y BASE DEL SAMUR. CONSTRUCCIÓN;203;RETIRO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;3464492,00;-626863,60;2837628,40;0,00;0,00;2837628,40;2837628,40;115151,62;0,00;115151,62
;;001;190;93301;62200;2017/000191;2017/000191;PISCINA CUBIERTA C/CEA BERMUDEZ. CONSTRUCCIÓN;207;CHAMBERI;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;4796149,00;0,00;4796149,00;0,77;0,00;4796148,23;4796148,23;1100253,57;0,00;1100253,57
;;001;190;93301;62200;2017/001498;2017/001498;UNIDAD INTEGRAL POLICÍA MUNICIPAL HORTALEZA. C/ AREQUIPA, 2. CONSTRUCCIÓN;216;HORTALEZA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;418411,00;0,00;418411,00;418411,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;190;93301;62200;2018/001065;2018/001065;CASA DE LA JUVENTUD C/ RÍO ESMERALDA, 15. CONSTRUCCIÓN;213;PUENTE DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;1323549,00;0,00;1323549,00;161234,87;0,00;1162314,13;1162314,13;599018,26;0,00;599018,26
;;001;190;93301;62200;2018/001090;2018/001090;PARQUE DE BOMBEROS Y EDIFICIO SAMUR C/ SANTERAS, 39. CONSTRUCCIÓN;219;VICALVARO;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;0,00;650302,00;650302,00;650302,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;190;93301;62200;2018/001118;2018/001118;CENTRO MAYORES Y SERVICIOS SOCIALES C/CANAL DE PANAMÁ C/V.CANAL MOZAMBIQUE . CONSTRUCCIÓN;215;CIUDAD LINEAL;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;4332947,00;0,00;4332947,00;0,97;1835371,07;2497574,96;2497574,96;44090,61;0,00;0,00
;;001;190;93301;62200;2018/006012;2018/006012;ESCUELA INFANTIL C/ RODAS, 20-22. CONSTRUCCIÓN;201;CENTRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;192517,28;192517,28;0,00;0,00;192517,28;192517,28;192517,28;0,00;192517,28
;;001;190;93301;62200;2018/008043;2018/008043;ROCÓDROMOS EN EL DEPORTIVO BÁSICO VALDEBEBAS. CONSTRUCCIÓN (ID 18: 2769);216;HORTALEZA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;131931,96;131931,96;0,00;0,00;131931,96;0,00;0,00;0,00;0,00
;;001;190;93301;62200;2019/000092;2019/000092;BIBLIOTECA VILLA DE VALLECAS. CONSTRUCCION;218;VILLA DE VALLECAS;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;0,00;27093,28;27093,28;0,00;0,00;27093,28;27093,28;0,00;0,00;0,00
;;001;190;93301;62200;2019/000302;2019/000302;CENTRO DE SERVICIOS SOCIALES SAN DIEGO. AMPLIACIÓN;213;PUENTE DE VALLECAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;;;;;;;2908468,00;170241,72;3078709,72;0,00;0,00;3078709,72;3078709,72;131839,99;0,00;127596,12
;;001;190;93301;62200;2019/000822;2019/000822;UNIDAD INTEGRAL DE POLICÍA MUNICIPAL VILLA DE VALLECAS. CONSTRUCCIÓN;218;VILLA DE VALLECAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;100000,00;66122,92;166122,92;0,00;0,00;166122,92;66122,92;66122,92;0,00;66122,92
;;001;190;93301;62200;2020/000252;2020/000252;CENTRO CULTURAL Y BIBLIOTECA EN MONTECARMELO. CONSTRUCCIÓN;208;FUENCARRAL-EL PARDO;10;CULTURA;03;CENTROS CULTURALES;;;;;;;231181,00;0,00;231181,00;200000,33;0,00;31180,67;31180,67;0,00;0,00;0,00
;;001;190;93301;62200;2020/000253;2020/000253;CENTRO CULTURAL Y BIBLIOTECA EN LAS TABLAS. CONSTRUCCIÓN;208;FUENCARRAL-EL PARDO;10;CULTURA;03;CENTROS CULTURALES;;;;;;;231181,00;0,00;231181,00;200000,33;0,00;31180,67;31180,67;0,00;0,00;0,00
;;001;190;93301;62200;2020/000260;2020/000260;EDIFICIO SEDE DEL DISTRITO DE PUENTE DE VALLECAS. CONSTRUCCIÓN;213;PUENTE DE VALLECAS;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;;;;;;;0,00;200000,00;200000,00;0,00;0,00;200000,00;0,00;0,00;0,00;0,00
;;001;190;93301;62200;2020/000263;2020/000263;UNIDAD INTEGRAL DE POLICÍA MUNICIPAL CIUDAD LINEAL. CONSTRUCCIÓN;215;CIUDAD LINEAL;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;2218042,00;0,00;2218042,00;0,04;0,00;2218041,96;0,00;0,00;0,00;0,00
;;001;190;93301;62200;2020/000321;2020/000321;ESCUELA INFANTIL EN EL DISTRITO DE VILLA DE VALLECAS. CONSTRUCCIÓN;218;VILLA DE VALLECAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;48852,50;48852,50;0,00;0,00;48852,50;48852,50;48852,50;0,00;48852,50
;;001;190;93301;62200;2020/000388;2020/000388;BASE SAMUR C/ AREQUIPA, 4. CONSTRUCCIÓN;216;HORTALEZA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;1471581,00;0,00;1471581,00;652071,16;0,00;819509,84;819509,84;0,00;0,00;0,00
;;001;190;93301;62200;2020/000426;2020/000426;UNIDAD INTEGRAL POLICÍA MUNICIPAL CARABANCHEL. AVDA. CARABANCHEL ALTO, 61. CONSTRUCCIÓN;211;CARABANCHEL;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;100000,00;55617,41;155617,41;0,00;0,00;155617,41;55617,41;55617,41;0,00;55617,41
;;001;190;93301;62200;2020/000476;2020/000476;CENTRO CULTURAL C/ PASTORA IMPERIO, 4. CONSTRUCCIÓN;205;CHAMARTIN;10;CULTURA;03;CENTROS CULTURALES;;;;;;;300000,00;-106439,30;193560,70;180360,62;0,00;13200,08;13200,08;0,00;0,00;0,00
;;001;190;93301;62200;2020/000477;2020/000477;BASE DEL SAMUR C/ REAL DE ARGANDA, 64, VILLA DE VALLECAS. CONSTRUCCIÓN;218;VILLA DE VALLECAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;2234723,00;0,00;2234723,00;0,77;0,00;2234722,23;0,00;0,00;0,00;0,00
;;001;190;93301;62200;2020/007068;2020/007068;NAVE PARA ALMACÉN DE BOMBEROS EN LA ATALAYUELA. CONSTRUCCIÓN;218;VILLA DE VALLECAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;01;BOMBEROS;;;;;;;100000,00;57586,80;157586,80;100000,00;0,00;57586,80;57586,80;57586,80;0,00;57586,80
;;001;190;93301;62200;2020/007069;2020/007069;BASE DEL SAMUR EN CIUDAD LINEAL, C/ PELOPONESO, 9. CONSTRUCCIÓN;215;CIUDAD LINEAL;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;1700618,00;0,00;1700618,00;0,23;0,00;1700617,77;0,00;0,00;0,00;0,00
;;001;190;93301;62200;2020/007070;2020/007070;BASE SAMUR PUENTE VALLECAS, AVENIDA BUENOS AIRES, 17. CONSTRUCCIÓN;213;PUENTE DE VALLECAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;02;SAMUR - PROTECCIÓN CIVIL;;;;;;;2107769,00;0,00;2107769,00;0,32;0,00;2107768,68;0,00;0,00;0,00;0,00
;;001;190;93301;62200;2020/007071;2020/007071;UNIDAD INTEGRAL POLICÍA MUNICIPAL PUENTE VALLECAS, AVDA. BUENOS AIRES, 17. CONSTRUCCIÓN;213;PUENTE DE VALLECAS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;4773248,00;0,00;4773248,00;0,53;0,00;4773247,47;0,00;0,00;0,00;0,00
;;001;190;93301;62200;2021/000082;2021/000082;ESCUELA INFANTIL EN EL PASEO DE LA DIRECCIÓN. CONSTRUCCIÓN;206;TETUAN;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;300000,00;-66122,92;233877,08;233877,08;0,00;0,00;0,00;0,00;0,00;0,00
;;001;190;93301;62200;2021/000083;2021/000083;ESTUDIOS Y TRABAJOS TECNICOS. EDIFICIOS DE NUEVA PLANTA;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;100000,00;-27093,28;72906,72;72906,72;0,00;0,00;0,00;0,00;0,00;0,00
;;001;190;93301;62200;2021/000387;2021/000387;CENTRO DE MAYORES MIRASIERRA. CONSTRUCCIÓN;208;FUENCARRAL-EL PARDO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;200000,00;0,00;200000,00;138246,52;0,00;61753,48;61753,48;0,00;0,00;0,00
;;001;190;93301;62200;2021/000388;2021/000388;CENTRO CULTURAL VALDEBEBAS. CONSTRUCCIÓN;216;HORTALEZA;10;CULTURA;03;CENTROS CULTURALES;;;;;;;231000,00;0,00;231000,00;231000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;190;93301;62200;2021/000390;2021/000390;CASA DE FAMILIA VILLA DE VALLECAS. CONSTRUCCIÓN;218;VILLA DE VALLECAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;03;INFANCIA Y FAMILIA;;;;;;;230000,00;0,00;230000,00;230000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;190;93301;62200;2021/000423;2021/000423;CENTRO DE MAYORES C/ TELLEZ. CONSTRUCCION;203;RETIRO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;150000,00;0,00;150000,00;150000,00;0,00;0,00;0,00;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;190;93301;62200;2016/000277;2016/000277;CENTRO DE SERVICIOS SOCIALES ENTREVÍAS, C/ YUSTE, 8. AMPLIACIÓN;213;PUENTE DE VALLECAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;201868,00;0,00;201868,00;4061,28;0,00;197806,72;197806,72;197806,72;0,00;197806,72
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;190;93301;62200;2016/000537;2016/000537;CENTRO JUVENIL ZOFIO. CONSTRUCCIÓN;212;USERA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;2970666,00;0,00;2970666,00;0,41;0,00;2970665,59;2970665,59;1191926,37;0,00;675003,76
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;190;93301;62200;2017/000195;2017/000195;EDIFICIO DOTACIONAL C/EDUARDO MORALES, 28. CONSTRUCCIÓN;211;CARABANCHEL;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;1526445,00;0,00;1526445,00;396090,90;0,00;1130354,10;1130354,10;1090633,49;0,00;1090633,49
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;190;93301;62200;2017/000198;2017/000198;ESCUELA DE MÚSICA C/CORREGIDOR DIEGO VALDERRÁBANO. CONSTRUCCIÓN;214;MORATALAZ;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;362562,00;0,00;362562,00;362562,00;0,00;0,00;0,00;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;190;93301;62200;2017/000317;2017/000317;BIBLIOTECA DE VILLAVERDE. CONSTRUCCIÓN;217;VILLAVERDE;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;331181,00;0,00;331181,00;300000,44;0,00;31180,56;31180,56;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;190;93301;62200;2017/000597;2017/000597;CENTRO DE SERVICIOS SOCIALES EN SAN BLAS, C/POBLADURA DEL VALLE, 13. CONSTRUCCIÓN;220;SAN BLAS-CANILLEJAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;3649551,00;0,00;3649551,00;230990,00;0,00;3418561,00;3418561,00;384712,21;0,00;299798,21
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;190;93301;62200;2018/000113;2018/000113;EDIFICIO EN C/ PRAT 59, C/V C/ APEADERO 1. (MARES DE MADRID). CONSTRUCCION;219;VICALVARO;14;SECTORES PRODUCTIVOS;01;PROMOCIÓN ECONÓMICA;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;746024,00;0,00;746024,00;108437,69;0,00;637586,31;637586,31;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;190;93301;62200;2018/008294;2018/008294;ESCUELA INFANTIL EN CANILLEJAS. CONSTRUCCIÓN (ID 18: 539);220;SAN BLAS-CANILLEJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;17;FONDO REEQUILIBRIO TERRITORIAL;18;PRESUPUESTOS PARTICIPATIVOS;150000,00;0,00;150000,00;0,00;0,00;150000,00;0,00;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;190;93301;62200;2020/000264;2020/000264;ESCUELA INFANTIL EN EL CAÑAVERAL. CONSTRUCCIÓN;219;VICALVARO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;200000,00;0,00;200000,00;0,00;0,00;200000,00;0,00;0,00;0,00;0,00
