CeGe;Prog. Finan.;Objetivo;Indicador;Descripción Indicador;Unidad de medida;Presupuestado
001206;32301;05;01;FACILITAR EL ACCESO AL SISTEMA EDUCATIVO A LAS NIÑAS DE CERO A TRES MEDIANTE LAS EEII DE TITULARIDAD MUNICIPAL;NÚMERO;200
001206;32501;01;16;ALUMNOS PARTICIPANTES EN ACTIVIDADES PREVENTIVAS;NÚMERO;4500
001206;32501;01;15;TIPOS DE ACTIVIDADES PREVENTIVAS;NÚMERO;15
001206;32501;01;14;COORDINACIÓN Y REUNIONES CON OTROS RECURSOS;NÚMERO;450
001206;32501;01;13;REUNIONES CON LOS CENTROS EDUCATIVOS;NÚMERO;1450
001206;32501;01;12;ENTIDADES DEL DISTRITO QUE COLABORAN EN EL PROGRAMA DE PREVENCIÓN DEL ABSENTISMO;NÚMERO;15
001206;32501;01;11;COMPARECENCIAS;NÚMERO;30
001206;32501;01;10;ACOMPAÑAMIENTO A MENORES;NÚMERO;20
001206;32501;01;09;ENTREVISTAS A MENORES;NÚMERO;200
001206;32501;01;08;ENTREVISTAS FAMILIARES;NÚMERO;450
001206;32501;01;07;VISITAS DOMICILIARIAS;NÚMERO;500
001206;32501;01;06;PREVALENCIA ABSENTISMO EN POBLACIÓN ESCOLAR DISTRITO;PORCENTAJE;2
001206;32501;01;05;ALUMNOS CON EXPEDIENTE ABSENTISMO;NÚMERO;132
001206;32501;01;04;ALUMNAS CON EXPEDIENTE ABSENTISMO;NÚMERO;153
001206;32501;01;03;SEGUIMIENTO PROGRAMA PREVENCIÓN ABSENTISMO, CASOS ACTIVOS;NÚMERO;285
001206;32501;01;02;REUNIONES COMISIÓN ABSENTISMO ESCOLAR;NÚMERO;9
001206;32501;01;01;CENTROS EDUCATIVOS REMITENTES DE PROTOCOLOS;NÚMERO;45
001206;32501;02;02;PORCENTAJE DE NIÑOS QUE NO ASISTEN A CLASE;PORCENTAJE;46
001206;32501;02;01;PORCENTAJE DE NIÑAS QUE NO ASISTEN A CLASE;PORCENTAJE;54
001206;32601;01;01;COLEGIOS DONDE SE HAN REALIZADO ACTIVIDADES EXTRAESCOLARES;NÚMERO;17
001206;32601;01;02;ESCOLARES PARTICIPANTES EN ACTIVIDADES EXTRAESCOLARES;NÚMERO;5606
001206;32601;01;03;NIÑAS PARTICIPANTES EN ACTIVIDADES EXTRAESCOLARES;NÚMERO;2762
001206;32601;01;04;NIÑOS PARTICIPANTES EN ACTIVIDADES EXTRAESCOLARES;NÚMERO;2844
001206;32601;01;05;TIPOS DE ACTIVIDADES EXTRAESCOLARES REALIZADAS EN CENTROS EDUCATIVOS;NÚMERO;10
001206;32601;02;01;NIÑAS PARTICIPANTES EN ACTIVIDADES COMPLEMENTARIAS Y EXTRAESCOLARES;NÚMERO;4572
001206;32601;02;02;NIÑOS PARTICIPANTES EN ACTIVIDADES COMPLEMENTARIAS Y EXTRAESCOLARES;NÚMERO;4228
001206;33401;01;06;ASISTENCIA A EXPOSICIONES;NÚMERO;35500
001206;33401;01;05;EXPOSICIONES;NÚMERO;40
001206;33401;01;01;CENTROS CULTURALES MUNICIPALES;NÚMERO;3
001206;33401;01;02;POBLACIÓN DEL DISTRITO POR CENTRO CULTURAL MUNICIPAL;RATIO;53771
001206;33401;01;03;ACTIVIDADES POR CENTRO CULTURAL;RATIO;200
001206;33401;01;07;CONCIERTOS;NÚMERO;90
001206;33401;01;08;ASISTENCIA A CONCIERTOS;NÚMERO;19000
001206;33401;01;09;OBRAS DE TEATRO;NÚMERO;150
001206;33401;01;10;ASISTENCIA A OBRAS DE TEATRO;NÚMERO;20000
001206;33401;01;11;CONFERENCIAS;NÚMERO;50
001206;33401;01;12;ASISTENCIA A CONFERENCIAS;NÚMERO;1500
001206;33401;01;13;OTRAS ACTIVIDADES CULTURALES;NÚMERO;125
001206;33401;01;14;PARTICIPANTES EN OTRAS ACTIVIDADES CULTURALES;NÚMERO;19000
001206;33401;01;15;ASISTENCIA POBLACIÓN DISTRITO A ACTIV. CULTURALES;RATIO;125
001206;33401;01;16;SUGERENCIAS Y RECLAMACIONES RELACIONADAS ACT. CULTURALES;NÚMERO;15
001206;33401;01;17;SUGERENCIAS Y RECLAMACIONES PRESENTADAS POR MUJERES;PORCENTAJE;10
001206;33401;01;18;SUGERENCIAS Y RECLAMACIONES PRESENTADAS POR HOMBRES;PORCENTAJE;5
001206;33401;01;04;CESIÓN ESPACIOS Y MEDIOS DE C.CULTURALES MUNICIPALES;HORAS;4000
001206;33401;02;02;CURSOS ACTIV SOCIOC Y RECR POR CENTRO CULTURAL MUNICIPAL;RATIO;83
001206;33401;02;03;HORAS DE CURSOS ACTIV SOCIOCULTURALES Y RECREATIVAS;HORAS;16000
001206;33401;02;04;MEDIA TRIMESTRAL ASISTENTES CURSOS DE ACTV SOCIOC Y RECR;NÚMERO;3500
001206;33401;02;05;MEDIA TRIMESTRAL ASISTENTES CURSOS DE ACTIV. SOCIOC Y RECR;RATIO;14
001206;33401;02;06;SUFICIENCIA PLAZAS DE CURSOS DE ACTIVIDADES OFERTADAS;PORCENTAJE;75
001206;33401;02;07;ASISTENCIA POBLACIÓN DEL DTO. CURSOS ACTIV. SOCIOC. Y RECR.;RATIO;75
001206;33401;02;01;CURSOS DE ACTIVIDADES SOCIOCULTURALES Y RECREATIVAS;NÚMERO;250
001206;33401;03;01;FIESTAS CELEBRADAS;NÚMERO;4
001206;33401;03;02;FESTEJOS REALIZADOS COLABORACIÓN CON ASOCIAC. VECINALES;NÚMERO;2
001206;33401;04;01;SUPERFICIE DE CENTROS CULTURALES A REFORMAR;M2;250
001206;33401;04;02;INCIDENCIA DE LAS OBRAS DE REFORMA EN LOS C. CULTURALES;PORCENTAJE;15
001206;33401;05;01;MUJERES PARTICIPANTES EN ACTIVIDADES CULTURALES;NÚMERO;80000
001206;34101;01;06;ENTIDADES DEPORT FEDERADAS QUE HAN UTILIZADO UNID DEPORT;NÚMERO;5
001206;34101;01;01;ESCUELAS DE PROMOCIÓN DEPORTIVA REALIZADAS CENTROS ESCOLARES;NÚMERO;16
001206;34101;01;02;MEDIA MENSUAL PLAZAS OFERTADAS ESC PROM DEP CENT ESCOL;NÚMERO;22
001206;34101;01;03;MEDIA MENSUAL OCUP PLAZAS ESCUELAS PROM DEP CENT ESCOL;PORCENTAJE;70
001206;34101;01;04;MEDIA MENSUAL PARTICIPANTES ESC INFANTILES DEPORTIVAS;RATIO;10
001206;34101;01;05;UNIDADES DEPORTIVAS UTILIZADAS ENTIDADES DEPORT FEDERADAS;NÚMERO;4
001206;34101;02;01;COMPETICIONES Y TORNEOS DEPORTIVOS MUNICIPALES DEPORTE;NÚMERO;9
001206;34101;02;07;PARTICIPANTES ACTIV NO COMPETITIVAS PROMOCIÓN DEPORTE;NÚMERO;1500
001206;34101;02;06;PARTICIPANTES DE MUJERES EN ACT NO COMP PROM DEL DEPORTE;PORCENTAJE;600
001206;34101;02;05;ACTIV NO COMPETITIVAS PARA LA PROMOCION DEL DEPORTE;NÚMERO;12
001206;34101;02;04;PARTICIPANTES COMPETICIONES Y TORNES POBLAC DISTRITO;RATIO;323
001206;34101;02;03;PARTICIPANTES COMPETICIONES Y TORNEOS DEP MUNICIPALES;NÚMERO;4850
001206;34101;02;02;EQUIPOS PARTICIPANTES COMPET Y TORNEOS DEPORT MPLES;NÚMERO;230
001206;34101;03;02;HOMBRES PARTICIPANTES EN ACTIVIDADES DEPORTIVAS;NÚMERO;3000
001206;34101;03;01;MUJERES PARTICIPANTES EN ACTIVIDADES DEPORTIVAS;NÚMERO;1850
001206;34201;01;23;INGRESOS POR CENTRO DEPORTIVO - CDM ANTONIO DIAZ MIGUEL;EUROS;1000000
001206;34201;01;22;INGRESOS POR CENTRO DEPORTIVO - CDM PLAYA VICTORIA;EUROS;400000
001206;34201;01;21;INGRESOS POR CENTRO DEPORTIVO - CDM TRIANGULO DE ORO;EUROS;10000
001206;34201;01;20;SUG Y RECLAMACIONES PRESENTADAS POR HOMBRES;PORCENTAJE;75
001206;34201;01;19;SUG Y RECLAMACIONES PRESENTADAS POR MUJERES;PORCENTAJE;75
001206;34201;01;18;RECLAMACIONES Y QUEJAS REFERIDAS A SERV DEPORT DEL DTO.;NÚMERO;150
001206;34201;01;17;MEDIA SEMANAL HORAS APERTURA INST. BASICAS CON CONTROL DE ACCESO;RATIO;70
001206;34201;01;16;MEDIA SEMANAL HORAS APERTURA CENTROS DEPORTIVOS MUNICIPALES;RATIO;96
001206;34201;01;15;NIVEL DE OCUPACION DE INSTAL DEP. BASICAS CON CONTROL DE ACCESO;PORCENTAJE;90
001206;34201;01;14;NIVEL OCUPACION DE LOS CENTROS DEPORTIVOS MUNICIPALES;PORCENTAJE;80
001206;34201;01;13;SUPERFICIE INSTALACIONES DEPORTIVAS MUNICIPALES;RATIO;328
001206;34201;01;12;TOTAL SUPERFICIE CENTROS DEPORTIVOS E INSTALACIONES DEPORTIVAS DEL DISTRITO;M2;49112
001206;34201;01;11;SUPERFICIE INSTALACIONES DEPORTIVAS BASICAS SIN CONTROL DE ACCESO;M2;23000
001206;34201;01;10;SUPERFICIE INSTALACIONES DEPORTIVAS BASICAS CON CONTROL DE ACCESO;M2;8000
001206;34201;01;09;SUPERFICIE DE CENTROS DEPORTIVOS MUNICIPALES;M2;19150
001206;34201;01;08;INSTALACIONES DEPORTIVAS BÁSICAS SIN CONTROL DE ACCESO;NÚMERO;9
001206;34201;01;07;INSTALACIONES DEPORTIVAS BÁSICAS CON CONTROL DE ACCESO;NÚMERO;1
001206;34201;01;06;PISTAS DE TENIS Y PADEL CON COTROL DE ACCESO;NÚMERO;2
001206;34201;01;05;SALAS MULTITRABAJO (MUSCULACIÓN Y CARDIOVASCULAR);NÚMERO;3
001206;34201;01;04;PABELLONES POLIDEPORTIVOS;NÚMERO;2
001206;34201;01;03;PISCINAS CUBIERTAS - VASO DE ENSEÑANZA;NÚMERO;1
001206;34201;01;02;PISCINAS CUBIERTAS - NATACIÓN;NÚMERO;3
001206;34201;01;01;CENTROS DEPORTIVOS MUNICIPALES;NÚMERO;3
001206;34201;02;21;ATP - PROTOCOLO PARA LA INCLUSION SOCIAL DE PERSONAS EN SITUAC.VULNERABILIDAD - MUJERES;NÚMERO;50
001206;34201;02;20;ATP - PROTOCOLO PARA LA INCLUSION SOCIAL DE PERSONAS EN SITUAC.VULNERABILIDAD - HOMBRES;NÚMERO;60
001206;34201;02;19;ATP - SERVICIO DE ANTENCION PERSONALIZADA - MUJERES;NÚMERO;500
001206;34201;02;18;ATP - SERVICIO DE ATENCION PERSONALIZADA - HOMBRE;NÚMERO;100
001206;34201;02;17;ENTIDADES QUE UTILIZAN MEDIANTE CENSION O ALQUILER LOS CENTROS DEPORTIVOS MUNICIPALES;NÚMERO;15
001206;34201;02;16;ESCUELAS DEPORTIVA EN COLABORACIÓN  EN CENTROS DEPORTIVOS MUNICIPALES;NÚMERO;4
001206;34201;02;15;MEDIA MENSUAL OCUP. PLAZAS CLASES ACTIV. DEPORT. HOMBRES;PORCENTAJE;63
001206;34201;02;14;MEDIA MENSUAL OCUPAC PLAZAS CLASES ACTIV. DEPORT. MUJERES;PORCENTAJE;78
001206;34201;02;13;MEDIA MENSUAL OCUP. PLAZAS CLASES ACTIV. DEP. DISCAPACITADOS;PORCENTAJE;63
001206;34201;02;12;MEDIA MENSUAL OCUP. PLAZAS CLASES ACTIV. DEPORT. MAYORES;PORCENTAJE;96
001206;34201;02;11;MEDIA MENSUAL OCUPAC PLAZAS CLASES ACTIV DEPORT. ADULTOS;PORCENTAJE;95
001206;34201;02;10;MEDIA MENSUAL OCUPAC PLAZAS CLASES ACTIV DEPORT. JÓVENES;PORCENTAJE;87
001206;34201;02;09;MEDIA MENSUAL OCUPAC PLAZAS CLASES ACTIV DEPORT INFANTIL;PORCENTAJE;93
001206;34201;02;08;MEDIA MENSUAL OCUP. PLAZAS CLASES ACTIV. DEPORTE PRE-INFANTIL;PORCENTAJE;93
001206;34201;02;07;MEDIA MENSUAL PLAZAS OFERTADAS PERSONAS CON DISCAPACIDAD;NÚMERO;34
001206;34201;02;06;MEDIA MENSUAL DE PLAZAS OFERTADAS PARA MAYORES;NÚMERO;1007
001206;34201;02;05;MEDIA MENSUAL DE PLAZAS OFERTADAS PARA ADULTOS;NÚMERO;11189
001206;34201;02;04;MEDIA MENSUAL DE PLAZAS OFERTADAS PARA JÓVENES;NÚMERO;120
001206;34201;02;03;MEDIA MENSUAL DE PLAZAS OFERTADAS PARA INFANTIL;NÚMERO;1146
001206;34201;02;02;MEDIA MENSUAL DE PLAZAS OFERTADAS PARA PRE-INFANTIL;NÚMERO;692
001206;34201;02;01;TOTAL PLAZAS OFERTADAS EN ACTIVIDADES DIRIGIDAS EN LOS CENTROS DEPORTIVO;NÚMERO;14183
001206;34201;02;22;ATP - PROTOCOLO PARA LA INCLUSION DE PERSONAS CON DISCAPACIDAD - HOMBRES;NÚMERO;25
001206;34201;02;23;ATP - PROTOCOLO PARA LA INCLUSION DE PERSONAS CON DISCAPACIDAD - MUJERES;NÚMERO;113
001206;34201;02;24;ATP - PROTOCOLO PARA INSCRIPCIÓN PERSONAS CON PRESCRIPCION MEDICA DEPORTIVA - HOMBRES;NÚMERO;10
001206;34201;02;25;ATP - PROTOCOLO PARA INSCRIPCIÓN PERSONAS CON PRESCRIPCION MEDICA DEPORTIVA - MUJERES;NÚMERO;35
001206;34201;03;01;SUPERFICIE DE INSTALACIONES DEPORTIVAS A MANTENER;M2;49112
001206;34201;03;02;SUPERFICIE CENTROS DEPORTIVOS MUNICIPALES A REFORMAR;M2;6000
001206;34201;03;03;SUPERFICIE INSTALACIONES DEPORTIVAS BASICAS A REFORMAR;M2;3000
001206;34201;03;04;INCIDENCIA OBRAS DE REFORMA EN LAS INSTALACIONES DEPORTIVAS;PORCENTAJE;25
001206;34201;04;01;MUJERES USUARIAS DE INSTALACIONES DEPORTIVAS DEL DISTRITO;NÚMERO;10000
001206;34201;04;02;HOMBRES USUARIOS DE INSTALACIONES DEPORTIVAS DEL DISTRITO;NÚMERO;10000
001206;49300;01;01;INSPECCIONES EN MATERIA DE CONSUMO NO ALIMENTARIO;NÚMERO;150
001206;49300;01;02;EFICACIA OPERATIVA INSPECCIONES CONSUMO NO ALIMENTARIO;PORCENTAJE;80
001206;49300;01;03;EFICACIA OPERATIVA INSPECCIONES DENUNCIAS ALERTAS;PORCENTAJE;100
001206;49300;02;05;INFORMES CONSUMO CON MOTIVO DE TRAMITACIÓN DE EXPTES.;NÚMERO;30
001206;49300;02;04;MEDIACIÓN EN LOS CONFLICTOS ENTRE CONSUMIDORES Y EMPRESARIOS/AS Y PROFESIONALES PROPICIANDO LA RESOLUCIÓN VOLUNTARIA DE;PORCENTAJE;90
001206;49300;02;03;NÚMERO DE RECLAMACIONES REALIZADAS POR HOMBRES;PORCENTAJE;40
001206;49300;02;01;RECLAMACIONES QUE SON TRAMITADAS PLAZO MAX 2 MESES;PORCENTAJE;80
001206;49300;02;02;NÚMERO DE RECLAMACIONES REALIZADAS POR MUJERES;PORCENTAJE;60
001206;49300;03;02;MEDIDAS CAUTELARES Y PROVISIONALES ADOPTADAS;NÚMERO;1
001206;49300;03;01;PROPUESTAS INICIO EXPTES SANCIONADOR CONSUMO;NÚMERO;10
001206;91220;01;03;Actos oficiales fuera de la Junta en representación de la misma;NÚMERO;80
001206;91220;01;02;Visitas recibidas de ciudadanos, asociaciones, vecinos, etc;NÚMERO;120
001206;91220;01;01;Matrimonios civiles realizados;NÚMERO;200
001206;92001;01;06;TIEMPO MEDIO TRAMITACIÓN POR PROCEDIMIENTO ABIERTO;DÍAS;100
001206;92001;01;05;TIEMPO MEDIO TRAMITACIÓN POR PROCEDIMIENTO SIMPLIFICADO;DÍAS;60
001206;92001;01;04;CONTRATOS MENORES TRAMITADOS;NÚMERO;100
001206;92001;01;03;CONTRATOS TRAMITADOS POR PROCEDIMIENTOS ABIERTO;NÚMERO;20
001206;92001;01;02;CONTRATOS TRAMITADOS POR PROCEDIMIENTO SIMPLIFICADO;NÚMERO;5
001206;92001;01;01;CONTRATOS TRAMITADOS;NÚMERO;125
001206;92001;02;01;DOCUMENTOS CONTABLES DE GASTOS REALIZADOS;NÚMERO;5300
001206;92001;02;02;DOCUMENTOS CONTABLES DE INGRESOS REALIZADOS;NÚMERO;250
001206;92001;03;01;PROPUESTAS DE ACUERDO ELEVADAS A LA JUNTA DE GOBIERNO;NÚMERO;2
001206;92001;03;02;PROPUESTAS DE ACUERDO ELEVADAS AL CONCEJAL;NÚMERO;3000
001206;92001;03;03;PROPUESTAS DE ACUERDO ELEVADAS AL COORDINADOR;NÚMERO;1500
001206;92001;03;04;ASUNTOS ELEVADOS AL CONSEJO DE PROXIMIDAD (Anterior Foro Local);NÚMERO;36
001206;92001;03;05;PROPUESTA DE ACUERDO ELEVADAS A LA JMD POR EL CONSEJO DE PROXIMIDAD (Anterior Foro Local);NÚMERO;33
001206;92001;04;01;LICENCIAS URB POR COMUNICACIÓN PREVIA RESUELTAS (PENDIENTE DE RESOLVER DE TRAMITACIÓN ANTERIOR);NÚMERO;400
001206;92001;04;02;DECLARACIONES RESPONSABLES SOLICITADAS;NÚMERO;1000
001206;92001;04;03;LICENCIAS URBANÍSTICAS SLIM SOLICITADAS;NÚMERO;70
001206;92001;04;04;LICENCIAS URB POR PROC ORDINARIO ABREVIADO RESUELTAS (PENDIENTES DE RESOLVER DE TRAMITACIÓN ANTERIOR);NÚMERO;50
001206;92001;04;05;LICENCIAS URB POR PROC ORDINARIO COMUN RESUELTAS (PENDIENTES DE RESOLVER DE TRAMITACIÓN ANTERIOR);NÚMERO;60
001206;92001;04;06;LICENCIAS URBANÍSTICA SLIM RESUELTAS;NÚMERO;45
001206;92001;04;07;DECLARACIONES RESPONSABLES RESUELTAS;NÚMERO;800
001206;92001;04;08;AUTORIZACIONES DE OCUPACIÓN DE DOMINIO PÚBLICO SOLICITADAS;NÚMERO;1000
001206;92001;04;09;AUTORIZACIONES DE OCUPACIÓN DEL DOMINIO PÚBLICO RESUELTAS;NÚMERO;1200
001206;92001;05;04;EXPEDIENTES DE DISCIPLINA URBANÍSTICAS INICADOS;NÚMERO;750
001206;92001;05;03;EXPEDIENTES SANCIONADORES RESUELTOS;NÚMERO;350
001206;92001;05;02;REL INSPEC URB OFICIO/INSPEC A SOLICITUD CIUDADANA;PORCENTAJE;25
001206;92001;05;01;INSPECCIONES URBANÍSTICAS REALIZADAS;NÚMERO;400
001206;92001;06;05;ÍNDICE CONTEST SUGER Y RECLAMAC DTO EN 2 MESES MAX;PORCENTAJE;25
001206;92001;06;04;ÍNDICE CONTEST SUGER Y RECLAMAC RELATIVO DTO EN 15 DÍAS;PORCENTAJE;75
001206;92001;06;03;TIEMPO MEDIO DE RESPUESTA A SUGERENCIAS Y RECLAMACIONES;DÍAS;20
001206;92001;06;02;SUGERENCIAS Y RECLAMACIONES RELATIVAS AL DISTRITO CONTESTADA;NÚMERO;400
001206;92001;06;01;SUGERENCIAS Y RECLAMACIONES RELATIVAS AL DISTRITO;NÚMERO;400
001206;92001;07;01;INTRODUCCION A LAS CLAÚSULAS DE GÉNERO EN CONTRATACION;PORCENTAJE;100
001206;92401;01;05;SOLICITUDES INCLUSIÓN PROPOSICIONES ORDEN DÍA PLENOS JUNTA;NÚMERO;14
001206;92401;01;04;PARTICIPACIÓN VECINAL EN PLENOS DE LA JUNTA MUNICIPAL;NÚMERO;25
001206;92401;01;03;ASISTENCIA MEDIA VECINOS A PLENOS DE LA JUNTA MUNICIPAL;NÚMERO;40
001206;92401;01;02;CONVOCATORIAS PLENO JUNTA DIFUNDIDAS ASOCIACIONES DTO;NÚMERO;14
001206;92401;01;01;REUNIONES CONSEJO DE PROXIMIDAD;NÚMERO;4
001206;92401;02;01;ASOC INSCRITAS REG ENTID CIUD DOMICILIO DISTRITO;NÚMERO;120
001206;92401;02;02;ASOC INCRITAS PREVISTAS REG ENTID CIUD DOMICILIO DISTRITO;NÚMERO;3
001206;92401;02;03;SUBVENCIONES SOLICITADAS ENTIDADES DEC INTERÉS PÚBLICO;NÚMERO;23
001206;92401;02;04;SUBVENCIONES CONCEDIDAS ENTIDADES DEC INTERÉS PÚBLICO;NÚMERO;18
001206;92401;03;01;PARTICIPACIÓN VECINAL;NÚMERO;650
001206;93302;01;01;EDIFICIOS CON MANTENIMIENTO A CARGO DEL DISTRITO;NÚMERO;21
001206;93302;01;02;SUPERFICIE CONSTRUIDA DE EDIFICIOS CON MANTENIMIENTO A CARGO;M2;47088
001206;93302;01;03;SUPERFICIE LIBRE DE EDIFICIOS CON MANTENIMIENTO A CARGO DEL;M2;3560
001206;93302;01;04;INSTALACIONES ELEVACIÓN Y ELECTROMECÁNICAS CON MANTENIMIENTO;NÚMERO;27
001206;93302;02;01;PLANES DE AUTOPROTECCIÓN IMPLANTADOS;NÚMERO;21
001206;93302;02;02;EDIFICIOS PLANES AUTOPROTECCIÓN IMPLANTADOS;PORCENTAJE;100
001206;93302;02;03;EDIFICIOS PLANES AUTOPROTECCIÓN RENOVADOS;NÚMERO;21
001206;93302;02;04;EDIFICIOS SISTEMA ANTI INTRUSIÓN ADAPTADO;NÚMERO;21
001206;93302;02;05;EDIFICIOS REFORMADOS SOBRE TOTAL MANTENIMIENTO;PORCENTAJE;90
001206;93302;02;06;SUPERFICIE DE EDIFICIOS A REFORMAR SOBRE TOTAL MANTENIMIENTO;PORCENTAJE;20
001206;93302;02;07;EDIFICIOS MUNICIPALES ADAPTADOS PARCIALMENTE A LA NORMATIVA;PORCENTAJE;100
001206;93302;02;08;EDIFICIOS MUNICIPALES ADAPTADOS TOTALMENTE A LA NORMATIVA CO;PORCENTAJE;90
001206;93302;02;09;EDIFICIOS MUNICIPALES DONDE REALIZAN OBRAS ADAPTACIÓN A NORMA;NÚMERO;5
001206;93302;02;10;INCIDENCIA DE LAS OBRAS DE ADAPTACIÓN A LA NORMATIVA CONTRA;PORCENTAJE;25
001206;93302;03;01;ADAPTACIÓN DE LOS EDIFICIOS A NECESIDADES ESPECIFICAS DE LAS;NÚMERO;9
001207;15322;01;01;INTERVENCIONES A REALIZAR POR ACONTECIMIENTOS A CELEBRAR;NÚMERO;1
001207;15322;01;02;OBRAS A REALIZAR EN VIAS PUBLICAS CON CARGO A PARTICULARES;NÚMERO;1
001207;17102;01;01;OBRAS DE REHABILITACIÓN, REMODELACIÓN Y MEJORA DE ZONAS VERDES;NÚMERO;2
001207;17102;01;02;CREACIÓN O REMODELACIÓN DE ÁREAS INFNTILES, ZONAS DE MAYORES Y ÁREAS CANINAS UBICADAS EN ZONAS VERDES EXISTENTES;NÚMERO;1
001207;17102;01;03;OBRAS DE REHABILITACIÓN Y REMODELACIÓN DE PAVIMENTOS DEL VIARIO DE ZONAS VERDES;NÚMERO;1
001207;17102;01;04;CREACIÓN O REMODELACIÓN DE CIRCUITOS DEPORTIVOS ELEMENTALES Y ZONAS DE EJERCICIO AL AIRE LIBRE;NÚMERO;2
001207;17103;01;01;INSTALACIÓN PAVIMENTOS SEGURIDAD Y JUEGOS INFANTILES PRIORITARIAMENTE PARA JUEGOS ADAPTADOS PARA FOMENTAR INTEGR.MENORES;NÚMERO;6
001207;23102;01;14;BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA COMEDOR ESCOLAR;NÚMERO;60
001207;23102;01;15;MUJERES BENEFICIARIAS DE AYUDAS ECONÓMICAS PARA COMEDOR ESCOLAR;NÚMERO;33
001207;23102;01;16;HOMBRES BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA COMEDOR ESCOLAR;NÚMERO;27
001207;23102;01;17;BENEFICIARIOS DEL SERVICIO DE COMIDAS A DOMICILIO EN VACACIONES  ESCOLARES;NÚMERO;180
001207;23102;01;18;NIÑAS BENEFICIARIAS DEL SERVICIO DE COMIDAS A DOMICILIO EN VACACIONES ESCOLARES;NÚMERO;86
001207;23102;01;19;NIÑOS BENEFICIARIOS DEL SERVICIO DE COMIDAS A DOMICILIO EN VACACIONES ESCOLARES;NÚMERO;94
001207;23102;01;20;COMIDAS A ENTREGAR;NÚMERO;5580
001207;23102;01;21;PERSONAS ATENDIDAS EN EL SERVICIO DE APOYO PSICOLÓGICO;NÚMERO;175
001207;23102;01;22;MUJERES ATENDIDAS EN EL SERVICIO DE APOYO PSICOLÓGICO;NÚMERO;138
001207;23102;01;10;HOMBRES BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA NECESIDADES BÁSICAS;NÚMERO;185
001207;23102;01;09;MUJERES BENEFICIARIAS DE AYUDAS ECONÓMICAS PARA NECESIDADES BÁSICAS;NÚMERO;265
001207;23102;01;08;BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA NECESIDADES BÁSICAS;NÚMERO;450
001207;23102;01;07;HORAS MENSUALES DE AYUDA A DOMICILIO;RATIO;20
001207;23102;01;06;NIÑOS USUARIOS DE AYUDA A DOMICILIO PARA MENORES Y FAMILIA;NÚMERO;30
001207;23102;01;05;NIÑAS USUARIAS DE AYUDA A DOMICILIO PARA MENORES Y FAMILIA;NÚMERO;20
001207;23102;01;04;USUARIOS DE AYUDA A DOMICILIO PARA MENORES Y FAMILIA;NÚMERO;50
001207;23102;01;03;NIÑOS ATENDIDOS EN CENTRO DE DÍA INFANTIL;NÚMERO;27
001207;23102;01;02;NIÑAS ATENDIDAS EN CENTRO DE DÍA INFANTIL;NÚMERO;28
001207;23102;01;01;MENORES ATENDIDOS EN CENTRO DE DÍA INFANTIL;NÚMERO/MES;55
001207;23102;01;13;HOMBRES BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA ESCUELAS INFANTILES;NÚMERO;11
001207;23102;01;12;MUJERES BENEFICIARIAS DE AYUDAS ECONÓMICAS PARA ESCUELAS INFANTILES;NÚMERO;9
001207;23102;01;11;BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA ESCUELAS INFANTILES;NÚMERO;20
001207;23102;01;23;HOMBRES ATENDIDOS EN EL SERVICIO DE APOYO PSICOLÓGICO;NÚMERO;37
001207;23102;01;24;PROYECTO DE CONCILIACION Y SOCIALIZACION PARA NIÑOS Y NIÑAS DE 4 A 12 AÑOS (CENTROS ABIERTOS EN INGLÉS);NÚMERO;1
001207;23102;01;25;MENORES ATENDIDOS A TRAVES DEL PROYECTO DE CONCILIACION Y SOCIALIZACION PARA NIÑOS Y NIÑAS DE 4 A 12 AÑOS;NÚMERO;110
001207;23102;01;26;NIÑAS ATENDIDAS A TRAVES DEL PROYECTO DE CONCILIACION Y SOCIALIZACION PARA NIÑOS Y NIÑAS DE 4 A 12 AÑOS;NÚMERO;56
001207;23102;01;27;NIÑOS ATENDIDOS A TRAVES DEL PROYECTO DE CONCILIACION Y SOCIALIZACION PARA NIÑOS Y NIÑAS DE 4 A 12 AÑOS;NÚMERO;54
001207;23102;02;14;NIÑOS VALORADOS EN LA COMISIÓN DE APOYO FAMILIAR;NÚMERO;51
001207;23102;02;13;MENORES VALORADOS EN LA COMISIÓN DE APOYO FAMILIAR;NÚMERO;96
001207;23102;02;12;REUNIONES DE LA COMISIÓN DE APOYO FAMILIAR;NÚMERO;11
001207;23102;02;11;REUNIONES DEL CONSEJO DE ATENCIÓN A LA INFANCIA Y ADOLESCENCIA;NÚMERO;3
001207;23102;02;10;HOMBRES ATENDIDOS PROG. ASPA;NÚMERO;22
001207;23102;02;09;MUJERES ATENDIDAS PROG. ASPA;NÚMERO;38
001207;23102;02;08;ADOLESCENTES Y JOVENES ATENDIDOS PROG. ASPA;NÚMERO;60
001207;23102;02;07;REUNIONES EQUIPOS TECNICOS DE MENORES Y FAMILIA;NÚMERO;30
