Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea de Inversión;Descripción Línea de Inversión;Sublínea de Inversión;Descripción Sublínea de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado ;Pagos Real;;
;;001;190;15321;61911;2022/000540;2023/001639;PASARELA AVENIDA DE AMÉRICA - PARQUE DE LAS AVENIDAS SOBRE A-2. SUSTITUCIÓN;204;SALAMANCA;08;MANTENIMIENTO URBANO;04;CONSERVACIÓN  PASOS A DISTINTO NIVEL;;;;;;;0,00;3423375,60;3423375,60;0,00;0,00;3423375,60;3423375,60;313791,78;0,00;313791,78;;
;;001;190;15321;61911;2024/000315;2024/000315;PASOS A DISTINTO NIVEL DE LA CIUDAD Y OTRAS ESTRUCTURAS. ACONDICIONAMIENTO Y REHABILITACIÓN;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;04;CONSERVACIÓN  PASOS A DISTINTO NIVEL;;;;;;;12000000,00;-9723005,54;2276994,46;2276994,46;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;190;15321;61911;2024/000315;2024/010315;PASO ELEVADO PEATONES Y MUROS ALEDAÑOS PARQUE CUÑA VERDE LATINA SOBRE C/CARAMUEL. REHABILITACIÓN;210;LATINA;08;MANTENIMIENTO URBANO;04;CONSERVACIÓN  PASOS A DISTINTO NIVEL;;;;;;;0,00;420292,16;420292,16;0,00;0,00;420292,16;420292,16;310516,70;0,00;129912,91;;
;;001;190;15321;61911;2024/000315;2024/020315;PASO PEATONAL INFERIOR LAGASCA-PARQUE DEL RETIRO. ACONDICIONAMIENTO ESTÉTICO Y OTRAS MEJORAS;204;SALAMANCA;08;MANTENIMIENTO URBANO;04;CONSERVACIÓN  PASOS A DISTINTO NIVEL;;;;;;;0,00;394295,03;394295,03;0,00;0,00;394295,03;394295,03;393831,86;0,00;326528,92;;
;;001;190;15321;61911;2024/000315;2024/030315;ESTRUCTURA ACCESORIA JUNTO A C/ DUQUESA DE TAMAMES, 79. ACONDICIONAMIENTO;211;CARABANCHEL;08;MANTENIMIENTO URBANO;04;CONSERVACIÓN  PASOS A DISTINTO NIVEL;;;;;;;0,00;143579,86;143579,86;0,00;0,00;143579,86;143579,86;96039,86;0,00;96039,86;;
;;001;190;15321;61911;2024/000315;2024/040315;TUNEL PASEO DE LA CASTELLANA BAJO PLAZA DE CASTILLA. OBRAS DE REPARACIÓN Y MEJORA ESTÉTICA;205;CHAMARTIN;08;MANTENIMIENTO URBANO;04;CONSERVACIÓN  PASOS A DISTINTO NIVEL;;;;;;;0,00;1945974,11;1945974,11;0,00;0,00;1945974,11;1945974,11;756227,16;0,00;756227,16;;
;;001;190;15321;61911;2024/000315;2024/050315;PUENTE DE VENTAS. ADECUACIÓN ESTÉTICA Y OTRAS MEJORAS;204;SALAMANCA;08;MANTENIMIENTO URBANO;04;CONSERVACIÓN  PASOS A DISTINTO NIVEL;;;;;;;0,00;1532858,04;1532858,04;0,00;0,00;1532858,04;1532858,04;0,00;0,00;0,00;;
;;001;190;15321;61911;2024/001011;2024/001011;ESTRUCTURA AVENIDA DE ANDALUCÍA SOBRE GRAN VÍA DE VILLAVERDE. OBRAS DE REHABILITACIÓN;217;VILLAVERDE;08;MANTENIMIENTO URBANO;04;CONSERVACIÓN  PASOS A DISTINTO NIVEL;;;;;;;0,00;2106577,58;2106577,58;0,00;0,00;2106577,58;2106577,58;1811161,86;0,00;1155208,23;;
;;001;190;15321;68101;2021/000279;2021/000279;ÁREA DE PLANEAMIENTO REMITIDO 06.02 Pº DIRECCIÓN. OBRAS DE URBANIZACIÓN;206;TETUAN;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;128852,00;25633,28;154485,28;0,00;0,00;154485,28;154485,28;124461,08;0,00;124461,08;;
;;001;190;15321;68101;2024/000316;2024/000316;PASEO DE LA DIRECCIÓN, DISTRITO TETUAN. OBRAS DE URBANIZACIÓN;206;TETUAN;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;2900000,00;-230628,21;2669371,79;1278626,43;0,00;1390745,36;1390745,36;1142,22;0,00;1142,22;;
;;001;190;15321;68101;2024/001134;2024/001134;CALLE DE DORA, DISTRITO DE CARABANCHEL. OBRAS DE URBANIZACIÓN EN TRAMO TERRIZO;211;CARABANCHEL;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;204994,93;204994,93;35577,63;0,00;169417,30;169417,30;59845,72;0,00;59845,72;;
;;001;190;15323;61901;2011/000318;2011/000318;MADRID CALLE 30 S.A. INVERSIONES DE REPOSICIÓN;998;VARIOS DISTRITOS;07;INFRAESTRUCTURAS;01;CIRCUNVALACIÓN M-30;;;;;;;10464164,00;-7686976,92;2777187,08;0,00;0,00;2777187,08;2777187,08;0,00;0,00;0,00;;
;;001;190;15323;61901;2011/000318;2023/001609;CALLE 30. ALUMBRADO EXTERIOR MADRID CALLE 30 TECNOLOGÍA LED. TRAMO ARCO ESTE Y A-2;998;VARIOS DISTRITOS;07;INFRAESTRUCTURAS;01;CIRCUNVALACIÓN M-30;;;;;;;0,00;2669271,70;2669271,70;0,00;0,00;2669271,70;2669271,70;2669271,70;0,00;2660617,86;;
;;001;190;15323;61901;2011/000318;2023/001610;CALLE 30. ALUMBRADO EXTERIOR MADRID CALLE 30 TECNOLOGÍA LED. TRAMO ARCO OESTE;998;VARIOS DISTRITOS;07;INFRAESTRUCTURAS;01;CIRCUNVALACIÓN M-30;;;;;;;0,00;1988248,70;1988248,70;0,00;0,00;1988248,70;1988248,70;1988248,70;0,00;1982975,18;;
;;001;190;15323;61901;2011/000318;2023/001611;CALLE 30. ALUMBRADO EXTERIOR MADRID CALLE 30 TECNOLOGÍA LED. TRAMO ARCO SUR;998;VARIOS DISTRITOS;07;INFRAESTRUCTURAS;01;CIRCUNVALACIÓN M-30;;;;;;;0,00;2546489,12;2546489,12;0,00;0,00;2546489,12;2546489,12;2546489,12;0,00;1928784,89;;
;;001;190;15323;61901;2011/000318;2023/001613;CALLE 30. ALUMBRADO EXTERIOR MADRID CALLE 30. TECNOLOGÍA LED. TRAMO NORTE;998;VARIOS DISTRITOS;07;INFRAESTRUCTURAS;01;CIRCUNVALACIÓN M-30;;;;;;;0,00;3701,56;3701,56;0,00;0,00;3701,56;3701,56;3701,56;0,00;3701,56;;
;;001;190;15323;61901;2011/000318;2023/001636;CALLE 30. REHABILITACIÓN DEL PUENTE DE ACCESO AL PALACIO DE LA MONCLOA;209;MONCLOA-ARAVACA;07;INFRAESTRUCTURAS;01;CIRCUNVALACIÓN M-30;;;;;;;0,00;479265,84;479265,84;0,00;0,00;479265,84;479265,84;479265,84;0,00;479265,84;;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15340;60903;2005/000655;2005/000655;PARQUE VALDEBEBAS. CONSTRUCCIÓN;216;HORTALEZA;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;0,00;1465619,17;1465619,17;1465619,17;0,00;0,00;0,00;0,00;0,00;0,00;;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15340;60903;2023/001345;2023/001345;ÁREA DE PLANEAMIENTO ESPECÍFICO 18.06 PARCELA 61, VALLECAS - LA ATALAYUELA. URBANIZACIÓN;218;VILLA DE VALLECAS;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;33423,50;33423,50;33423,50;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;190;15340;61904;2022/000288;2022/000288;PLAZA DE JACINTO BENAVENTE. OBRAS DE REMODELACIÓN DE LA URBANIZACIÓN;201;CENTRO;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;2700000,00;-650000,00;2050000,00;2050000,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;190;15340;61904;2022/000296;2022/000296;CALLE JUAN ÁLVAREZ MENDIZÁBAL DISTRITO DE MONCLOA-ARAVACA. OBRAS DE REMODELACIÓN;209;MONCLOA-ARAVACA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;1411581,00;0,00;1411581,00;229606,01;0,00;1181974,99;1181974,99;386378,22;0,00;343774,56;;
;;001;190;15340;61904;2022/000298;2022/000298; VÍA LATERAL DEL PASEO DE SANTA MARÍA DE LA CABEZA EN EL DISTRITO DE CARABANCHEL. REMODELACIÓN;211;CARABANCHEL;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;1150000,00;-26497,00;1123503,00;1123503,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;190;15340;61904;2022/000301;2022/000301;CASCO HISTÓRICO DE BARAJAS. OBRAS DE PEATONALIZACIÓN;221;BARAJAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;850000,00;0,00;850000,00;850000,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;190;15340;61904;2022/000302;2022/000302;PLAZA DE SALVADOR DALÍ. REMODELACIÓN DE LA URBANIZACIÓN;204;SALAMANCA;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;1600000,00;0,00;1600000,00;1600000,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;204;93302;63200;2024/000278;2024/020278;CENTRO DE SERVICIOS SOCIALES GUINDALERA. OBRAS DE SUBSANACIÓN DE DEFICIENCIAS INSTALACIÓN ELÉCTRICA;204;SALAMANCA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;;;;;;;0,00;6138,16;6138,16;0,00;0,00;6138,16;6138,16;0,00;0,00;0,00;;
;;001;204;93302;63200;2024/000278;2024/030278;EDIFICIO SEDE DISTRITO DE SALAMANCA. OBRAS DE SUBSANACIÓN DE DEFICIENCIAS INSTALACIÓN ELÉCTRICA;204;SALAMANCA;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;;;;;;;0,00;6262,27;6262,27;0,00;0,00;6262,27;6262,27;0,00;0,00;0,00;;
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;204;93302;63200;2022/001176;2022/001176;CASA DEL RELOJ FUENTE DEL BERRO. ACONDICIONAMIENTO PARA SALA DE LECTURA;204;SALAMANCA;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;0,00;26652,74;26652,74;0,00;0,00;26652,74;26652,74;22111,59;0,00;0,00;;
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;204;93302;63200;2022/001178;2022/001178;CENTRO CULTURAL MAESTRO ALONSO. OBRAS MEJORA ACCESIBILIDAD Y SUSTITUCIÓN ASCENSOR;204;SALAMANCA;10;CULTURA;03;CENTROS CULTURALES;;;;;;;0,00;36211,53;36211,53;0,00;0,00;36211,53;36211,53;0,00;0,00;0,00;;
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;204;93302;63200;2023/001211;2023/001211;CENTRO DE SERVICIOS SOCIALES GUINDALERA. OBRAS DE EFICIENCIA ENERGÉTICA, SEGURIDAD Y HABITABILIDAD;204;SALAMANCA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;;;;;;;0,00;37540,41;37540,41;0,00;0,00;37540,41;37540,41;19070,22;0,00;0,00;;
;;001;204;93302;63301;2024/001050;2024/001050;EDIFICIO SEDE DEL DISTRITO DE SALAMANCA. INSTALACIONES DE CLIMATIZACIÓN;204;SALAMANCA;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;;;;;;;0,00;238000,00;238000,00;229773,26;0,00;8226,74;8226,74;0,00;0,00;0,00;;
;;001;205;15322;61900;2024/001013;2024/001013;FUENTE HISTÓRICA CON INSCRIPCIÓN “AYUNTAMIENTO CHAMARTÍN DE LA ROSA.1926”. INSTALACIÓN EN CHAMARTÍN;205;CHAMARTIN;10;CULTURA;06;ESTATUAS Y MONUMENTOS;;;;;;;20000,00;0,00;20000,00;20000,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;205;15322;61910;2023/003002;2023/003002;CALLE DE BONETERO. AMPLIACIÓN DE ACERAS (ID 21: 17846);205;CHAMARTIN;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;53604,00;53604,00;0,00;0,00;53604,00;53604,00;51040,57;0,00;0,00;;
4;SC Y CE FINANC. CON RTG;001;205;15322;61910;2024/009030;2024/009030;CALLE ROSA JARDÓN. PAVIMENTACIÓN ENTORNO ESCOLAR Y ADAPTACIÓN A NORMATIVA DE ACCESIBILIDAD;205;CHAMARTIN;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;250000,00;250000,00;250000,00;0,00;0,00;0,00;0,00;0,00;0,00;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;205;15322;61910;2023/003002;2023/003002;CALLE DE BONETERO. AMPLIACIÓN DE ACERAS (ID 21: 17846);205;CHAMARTIN;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;71000,00;5000,00;76000,00;5000,44;0,00;70999,56;70999,56;69994,00;0,00;40032,95;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;205;15322;61910;2023/003003;2023/003003;CAMINO SEGURO AL COLEGIO PÚBLICO SAN JUAN DE LA CRUZ.ORDENACIÓN VIARIA Y ACCESIBILIDAD(ID 21: 18439);205;CHAMARTIN;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;200000,00;0,00;200000,00;200000,00;0,00;0,00;0,00;0,00;0,00;0,00;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;205;15322;61910;2024/001059;2024/001059;ESPACIOS PÚBLICOS DEL DISTRITO DE CHAMARTÍN. OBRAS DE MEJORA DE LA ACCESIBILIDAD PEATONAL;205;CHAMARTIN;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;111749,08;111749,08;111749,08;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;205;17102;61921;2024/000165;2024/000165;DIVERSAS ZONAS VERDES DEL DISTRITO DE CHAMARTIN. OBRAS DE REMODELACION Y ACONDICIONAMIENTO;205;CHAMARTIN;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;210000,00;45000,00;255000,00;6431,12;0,00;248568,88;248568,88;0,00;0,00;0,00;;
;;001;205;17102;61921;2024/001049;2024/001049;PARQUE FÉLIX RODRÍGUEZ DE LA FUENTE. CONSTRUCCIÓN DE PLATAFORMA PARA INSTALACIÓN DE UN CUBO GYM;205;CHAMARTIN;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;0,00;3589,00;3589,00;6,66;0,00;3582,34;3582,34;3582,34;0,00;3582,34;;
;;001;205;23103;62901;2024/001075;2024/001075;CENTROS DE MAYORES DISTRITO CHAMARTÍN. PLACAS INFORMATIVAS OBRAS CON FINANCIACIÓN DE FONDOS EUROPEOS;205;CHAMARTIN;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;0,00;580,80;580,80;0,00;0,00;580,80;580,80;580,80;0,00;580,80;;
;;001;205;23103;63599;2024/000168;2024/000168;CENTROS DE MAYORES DEL DISTRITO DE CHAMARTÍN. ELECTRODOMESTICOS DE COCINAS;205;CHAMARTIN;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;14000,00;-11495,00;2505,00;2505,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;205;23103;63599;2024/000168;2024/010168;CENTRO DE MAYORES PROSPERIDAD SANTA HORTENSIA. ELECTRODOMESTICOS DE COCINAS;205;CHAMARTIN;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;0,00;3993,00;3993,00;0,00;0,00;3993,00;3993,00;3993,00;0,00;3993,00;;
;;001;205;23103;63599;2024/000168;2024/020168;CENTRO DE MAYORES NICOLÁS SALMERÓN. ELECTRODOMESTICOS DE COCINAS;205;CHAMARTIN;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;0,00;7502,00;7502,00;0,00;0,00;7502,00;7502,00;7502,00;0,00;7502,00;;
;;001;205;31101;62302;2024/000171;2024/000171;SERVICIOS DE SALUBRIDAD PÚBLICA DISTRITO DE CHAMARTÍN. EQUIPOS DE CONTROL Y ANÁLISIS;205;CHAMARTIN;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;;;;;;;900,00;0,00;900,00;900,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;205;32301;63200;2022/000588;2022/000588;ACONDICIONAMIENTO Y CONSERVACIÓN EN CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE CHAMARTÍN;205;CHAMARTIN;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;16,61;16,61;16,61;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;205;32301;63200;2023/000394;2023/000394;OBRAS DE CONSERVACIÓN Y MEJORA CENTROS DOCENTES ENSEÑANZA DISTRITO CHAMARTÍN;205;CHAMARTIN;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;8462,58;8462,58;8462,58;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;205;32301;63200;2023/000394;2023/010394;COLEGIO PÚBLICO ARQUITECTO GAUDÍ. ADAPTACIÓN DE INSTALACIONES A NORMATIVA Y OTRAS MEJORAS;205;CHAMARTIN;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;976,17;976,17;0,00;0,00;976,17;976,17;976,17;0,00;976,17;;
;;001;205;32301;63200;2023/000394;2023/050394;COLEGIO PÚBLICO PATRIARCA OBISPO EIJO Y GARAY. ADAPTACIÓN INSTALACIONES A NORMATIVA Y OTRAS MEJORAS;205;CHAMARTIN;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;982,95;982,95;0,00;0,00;982,95;982,95;982,95;0,00;982,95;;
;;001;205;32301;63200;2023/000394;2023/080394;ESCUELA INFANTIL EL SOL. OBRAS ADAPTACIÓN DE INSTALACIONES A NORMATIVA Y OTRAS MEJORAS;205;CHAMARTIN;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;976,17;976,17;0,00;0,00;976,17;976,17;976,17;0,00;976,17;;
;;001;205;32301;63200;2024/000172;2024/000172;OBRAS DE CONSERVACIÓN Y MEJORA EN CENTROS DOCENTES DE ENSEÑANZA DEL DISTRITO DE CHAMARTÍN;205;CHAMARTIN;05;EDUCACIÓN;00;COLEGIOS;;;;;;;200000,00;-88670,73;111329,27;111329,27;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;205;32301;63200;2024/000172;2024/010172;COLEGIO PÚBLICO SAN JUAN DE LA CRUZ. OBRAS DE MEJORA Y ACONDICIONAMIENTO EXTERIOR E INTERIOR;205;CHAMARTIN;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;1231,61;1231,61;0,00;0,00;1231,61;1231,61;0,00;0,00;0,00;;
;;001;205;32301;63200;2024/000172;2024/020172;COLEGIO PÚBLICO PADRE POVEDA. OBRAS DE SUSTITUCIÓN DE SOLADOS;205;CHAMARTIN;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;76024,64;76024,64;0,00;0,00;76024,64;76024,64;0,00;0,00;0,00;;
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;205;32301;63200;2022/000511;2022/040511;COLEGIO PÚBLICO ARQUITECTO GAUDÍ. OBRAS DE ADAPTACIÓN A NORMATIVA Y DE MEJORA;205;CHAMARTIN;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;10316,38;10316,38;0,00;0,00;10316,38;10316,38;10316,38;0,00;10316,38;;
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;205;32301;63200;2023/000394;2023/020394;COLEGIO PÚBLICO ISAAC ALBENIZ. ADAPTACIÓN DE INSTALACIONES A NORMATIVA Y OTRAS MEJORAS;205;CHAMARTIN;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;1231,61;1231,61;0,00;0,00;1231,61;1231,61;0,00;0,00;0,00;;
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;205;32301;63200;2023/000394;2023/030394;COLEGIO PÚBLICO LUIS BELLO. ADAPTACIÓN DE INSTALACIONES A NORMATIVA Y OTRAS MEJORAS;205;CHAMARTIN;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;5861,98;5861,98;0,00;0,00;5861,98;5861,98;0,00;0,00;0,00;;
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;205;32301;63200;2023/000394;2023/040394;COLEGIO PÚBLICO PADRE POVEDA. OBRAS ADAPTACIÓN DE INSTALACIONES A NORMATIVA Y OTRAS MEJORAS;205;CHAMARTIN;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;1231,61;1231,61;0,00;0,00;1231,61;1231,61;0,00;0,00;0,00;;
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;205;32301;63200;2023/000394;2023/050394;COLEGIO PÚBLICO PATRIARCA OBISPO EIJO Y GARAY. ADAPTACIÓN INSTALACIONES A NORMATIVA Y OTRAS MEJORAS;205;CHAMARTIN;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;1231,61;1231,61;0,00;0,00;1231,61;1231,61;0,00;0,00;0,00;;
;;001;210;34201;63200;2023/000408;2023/000408;CENTROS DEPORTIVOS DISTRITO DE LATINA. OBRAS DE REFORMA;210;LATINA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;60328,00;-54517,84;5810,16;5810,16;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;210;34201;63200;2023/000408;2023/020408;CENTRO DEPORTIVO ALUCHE. OBRAS DE ACONDICIONAMIENTO;210;LATINA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;54517,84;54517,84;0,00;0,00;54517,84;54517,84;54052,16;0,00;54052,16;;
;;001;210;34201;63200;2024/000350;2024/000350;OBRAS DE ACONDICIONAMIENTO Y REFORMA DE LAS INSTALACIONES DEPORTIVAS DEL DISTRITO LATINA;210;LATINA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;700000,00;-114389,72;585610,28;585610,28;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;210;34201;63200;2024/000350;2024/010350;CENTRO DEPORTIVO LAS CRUCES. OBRAS DE ACONDICIONAMIENTO;210;LATINA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;334389,72;334389,72;0,00;0,00;334389,72;334389,72;0,00;0,00;0,00;;
;;001;210;92001;62500;2024/001117;2024/001117;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL DISTRITO DE LATINA;210;LATINA;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;;;;;;;0,00;6600,00;6600,00;554,44;0,00;6045,56;6045,56;0,00;0,00;0,00;;
;;001;210;92001;62599;2024/001117;2024/001117;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DEL DISTRITO DE LATINA;210;LATINA;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;;;;;;;0,00;100,00;100,00;16,59;0,00;83,41;83,41;83,41;0,00;83,41;;
;;001;210;93302;63200;2022/000277;2022/000277;OBRAS DE REFORMA DE EDIFICIOS DEL DISTRITO DE LATINA;210;LATINA;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;39600,00;39600,00;39600,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;210;93302;63200;2022/001144;2022/001144;EDIFICIO SEDE DISTRITO DE LATINA. SUSTITUCIÓN DE CLIMATIZADORA Y OTRAS;210;LATINA;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;;;;;;;0,00;39000,00;39000,00;39000,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;210;93302;63200;2023/000353;2023/000353;REFORMA EDIFICIOS ADSCRITOS AL DISTRITO DE LATINA;210;LATINA;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;1058,10;1058,10;1058,10;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;210;93302;63200;2023/000353;2023/010353;CENTRO DE MAYORES LUCERO. ADECUACIÓN ENFRIADORA Y OTRAS OBRAS DE MEJORA;210;LATINA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;0,00;1041,90;1041,90;0,00;0,00;1041,90;1041,90;738,99;0,00;738,99;;
;;001;210;93302;63200;2023/000431;2023/000431;OBRAS DE ACONDICIONAMIENTO Y CONSERVACIÓN DE EDIFICIOS DEL DISTRITO DE LATINA;210;LATINA;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;281786,00;-129030,11;152755,89;152755,89;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;210;93302;63200;2023/000431;2023/010431;CENTRO DE DÍA CASA DE CAMPO. OBRAS DE ACONDICIONAMIENTO;210;LATINA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;;;;;;;0,00;8000,94;8000,94;0,00;0,00;8000,94;8000,94;3703,30;0,00;3703,30;;
;;001;210;93302;63200;2023/000431;2023/020431;CENTRO DE MAYORES CERRO BERMEJO. OBRAS DE ACONDICIONAMIENTO Y MEJORA;210;LATINA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;0,00;120255,81;120255,81;0,00;0,00;120255,81;120255,81;119965,93;0,00;119965,93;;
;;001;210;93302;63200;2023/000431;2023/040431;CENTRO CULTURAL SARA MONTIEL. ADECUACIÓN DE ENFRIADORA Y REHABILITACIÓN DE ACCESO;210;LATINA;10;CULTURA;03;CENTROS CULTURALES;;;;;;;0,00;25803,36;25803,36;0,00;0,00;25803,36;25803,36;25300,79;0,00;25300,79;;
;;001;210;93302;63200;2024/000352;2024/000352;OBRAS DE ACONDICIONAMIENTO Y REFORMA DE EDIFICIOS DEL DISTRITO DE LATINA;210;LATINA;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;200000,00;4500,00;204500,00;204500,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;211;17102;61921;2024/000286;2024/000286;ZONAS VERDES C/GENERAL RICARDOS C/V. MARCELINO CAMACHO. REHABILITACIÓN;211;CARABANCHEL;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;215000,00;0,00;215000,00;215000,00;0,00;0,00;0,00;0,00;0,00;0,00;;
