CeGe;Prog. Finan.;Objetivo;Indicador;Descripción Indicador;Unidad de medida;Presupuestado
001208;34201;02;19;MEDIA MENSUAL PARTICIPANTES ACTIV. FÍSICO DEPORT. JÓVENES HOMBRES;RATIO;79
001208;34201;02;18;MEDIA MENSUAL PARTICIPANTES ACTIV. FÍSICO DEPORT. JÓVENES MUJERES;RATIO;53
001208;34201;02;17;MEDIA MENSUAL PARTICIPANTES ACTIV. FÍSICO DEPORT. INFANTILES HOMBRES;RATIO;1420
001208;34201;02;16;MEDIA MENSUAL PARTICIPANTES ACTIV. FÍSICO DEPORT. INFANTILES MUJERES;RATIO;1560
001208;34201;02;15;MEDIA MENSUAL OCUP. PLAZAS CLASES ACTIV. DEP. DISCAPACITADOS HOMBRES;PORCENTAJE;57
001208;34201;02;14;MEDIA MENSUAL OCUP. PLAZAS CLASES ACTIV. DEP. DISCAPACITADOS MUJERES;PORCENTAJE;43
001208;34201;02;13;MEDIA MENSUAL OCUPAC. PLAZAS CLASES ACTIV. DEPORT. MAYORES HOMBRES;PORCENTAJE;26
001208;34201;02;12;MEDIA MENSUAL OCUPAC. PLAZAS CLASES ACTIV. DEPORT. MAYORES MUJERES;PORCENTAJE;74
001208;34201;02;11;MEDIA MENSUAL OCUPAC. PLAZAS CLASES ACTIV. DEPORT. ADULTOS HOMBRES;PORCENTAJE;30
001208;34201;02;10;MEDIA MENSUAL OCUPAC. PLAZAS CLASES ACTIV. DEPORT. ADULTOS MUJERES;PORCENTAJE;70
001208;34201;02;09;MEDIA MENSUAL OCUPAC. PLAZAS CLASES ACTIV. DEPORT. JÓVENES HOMBRES;PORCENTAJE;50
001208;34201;02;08;MEDIA MENSUAL OCUPAC. PLAZAS CLASES ACTIV. DEPORT. JÓVENES MUJERES;PORCENTAJE;50
001208;34201;02;07;MEDIA MENSUAL OCUPAC. PLAZAS CLASES ACTIV. DEPORT. INFANTIL HOMBRES;PORCENTAJE;48
001208;34201;02;06;MEDIA MENSUAL OCUPAC. PLAZAS CLASES ACTIV. DEPORT. INFANTIL MUJERES;PORCENTAJE;52
001208;34201;02;05;MEDIA MENSUAL PLAZAS OFERTADAS PERSONAS CON DISCAPACIDAD;NÚMERO;30
001208;34201;02;04;MEDIA MENSUAL DE PLAZAS OFERTADAS PARA MAYORES;NÚMERO;1290
001208;34201;02;03;MEDIA MENSUAL DE PLAZAS OFERTADAS PARA ADULTOS;NÚMERO;3460
001208;34201;02;02;MEDIA MENSUAL DE PLAZAS OFERTADAS PARA JÓVENES;NÚMERO;170
001208;34201;02;01;MEDIA MENSUAL DE PLAZAS OFERTADAS PARA  INFANTIL;NÚMERO;3150
001208;34201;02;30;UNIDADES DE SERVICIO DE MEDICINA DEPORTIVA;HOMBRES;470
001208;34201;03;01;SUPERFICIE DE INSTALACIONES DEPORTIVAS A MANTENER;M2;194829
001208;34201;03;02;SUPERFICIE DE INSTALACIONES DEPORTIVAS A REFORMAR;M2;58000
001208;34201;03;03;INCIDENCIA OBRAS DE REFORMA EN LAS INSTAL. DEPORTIVAS;PORCENTAJE;3
001208;34201;04;01;CESIONES REALIZADAS EQUIPOS FEMENINOS;PORCENTAJE;32
001208;34201;04;02;CESIONES REALIZADAS EQUIPOS MASCULINOS;PORCENTAJE;68
001208;34201;04;03;PLAZAS OFERTADAS PARA ACTIVIDADES DEPORTIVAS SEN FAMILIA;NÚMERO;173
001208;34201;04;04;PLAZAS OCUPADAS PARA ACTIVIDADES DEPORTIVAS EN FAMILIA. MUJERES;PORCENTAJE;47
001208;34201;04;05;PLAZAS OCUPADAS PARA ACTIVIDADES DEPORTIVAS EN FAMILIA. HOMBRES;PORCENTAJE;53
001208;34201;04;06;CAMPAÑAS INFORMATIVAS DE IGUALDAD DE GÉNERO EN LA PRÁCTICA DEPORTIVA EN ACTIVIDADES DEPORTIVAS;NÚMERO;2
001208;34201;05;01;MUJERES EMPLEADAS EN PUESTOS DE COORDINACIÓN POR EMP. ADJ. DE CONTRATOS MUNICIPALES PARA DESARROLLO OBJETO DEL CONTRATO;PORCENTAJE;20
001208;34201;05;02;HOMBRES EMPLEADOS EN PUESTOS DE COORDINACIÓN POR EMP.ADJ. DE CONTRATOS MUNICIPALES PARA DESARROLLO OBJETO DEL CONTRATO;PORCENTAJE;80
001208;34201;05;03;ACTIVIDADES DEPORTIVAS DIRIGIDAS MASCULINIZADAS;NÚMERO;4
001208;34201;05;04;ACTIVIDADES DEPORTIVAS DIRIGIDAS FEMINIZADAS;NÚMERO;14
001208;34201;06;01;INSTALACIONES DEPORTIVAS DOTADAS DE SEGURIDAD;NÚMERO;4
001208;49300;01;01;CAMPAÑAS REALIZADAS RESPECTO A LAS PLANIFICADAS;PORCENTAJE;100
001208;49300;01;02;ESTABLECIMIENTOS INSPECCIONADOS DE CONSUMO;NÚMERO/AÑO;40
001208;49300;01;03;ACTUACIONES INSPECTORAS;NÚMERO/AÑO;60
001208;49300;01;04;PRODUCTOS CONTROLADOS EN LA EJECUCIÓN DE LAS CAMPAÑAS DE INSPECCIÓN;NÚMERO/AÑO;20
001208;49300;01;05;NÚMERO DE EXPEDIENTES SANCIONADORES PROPUESTOS;NÚMERO/AÑO;7
001208;49300;02;01;NÚMERO DE RECLAMACIONES Y DENUNCIAS TRAMITADAS;NÚMERO/AÑO;500
001208;49300;02;02;INFORMACIÓN AL CONSUMIDOR/A DE LA DERIVACIÓN DE SUS EXPEDIENTES A OTROS ÓRGANOS COMPETENTES PARA RESOLVER;PORCENTAJE;100
001208;49300;02;03;PERSONAS ATENDIDAS EN LA OMIC DEL DISTRITO;NÚMERO/AÑO;400
001208;49300;02;04;RECLAMACIONES/DENUNCIAS REALIZADAS POR MUJERES;PORCENTAJE;50
001208;49300;02;05;RECLAMACIONES/DENUNCIAS REALIZADAS POR HOMBRES;PORCENTAJE;50
001208;49300;03;01;RECLAMACIONES TRAMITADAS EN UN PLAZO MÁXIMO DE 6 MESES;PORCENTAJE;95
001208;49300;03;02;RECLAMACIONES TRAMITADAS EN UN PLAZO MÁXIMO DE 2 M DESDE INICIO EXPTE OMIC;PORCENTAJE;80
001208;49300;04;01;CAMPAÑA DE APOYO AL COMERCIO TRADICIONAL;NÚMERO;1
001208;91220;01;01;ACTOS Y EVENTOS ORGANIZADOS POR LA JUNTA DE DISTRITO Y OTRAS ENTIDADES;NÚMERO;35
001208;91220;01;02;REUNIONES DE COORDINACIÓN CON RESPONSABLES DE OTROS DISTRITOS Y ÁREAS DE GOBIERNO;NÚMERO;30
001208;92001;01;05;CONTRATOS CON PERSPECTIVA DE GÉNERO;NÚMERO;25
001208;92001;01;04;TIEMPO MEDIO TRAMITACIÓN DE CONTRATOS PROCEDIMIENTO ABIERTO;DÍAS;180
001208;92001;01;03;CONTRATOS MENORES TRAMITADOS;NÚMERO;70
001208;92001;01;02;CONTRATOS TRAMITADOS POR PROCEDIMIENTO ABIERTO;NÚMERO;25
001208;92001;01;01;CONTRATOS TRAMITADOS;NÚMERO;105
001208;92001;02;01;LIQUIDACIONES EMITIDAS;NÚMERO;478
001208;92001;03;01;PROPUESTAS DE ACUERDO ELEVADAS A JUNTA DE GOBIERNO;NÚMERO;5
001208;92001;03;02;PROPUESTAS DE ACUERDO ELEVADAS AL CONCEJAL;NÚMERO;2488
001208;92001;03;03;PROPUESTAS DE RESOLUCIÓN ELEVADAS AL COORDINADOR;NÚMERO;1046
001208;92001;03;04;ASUNTOS ELEVADOS AL FORO LOCAL;NÚMERO;12
001208;92001;03;05;PROPUESTAS DE ACUERDO ELEVADAS A JUNTA DE DISTRITO;NÚMERO;142
001208;92001;03;06;PROPUESTAS DE ACUERDO ELEVADAS AL PLENO;NÚMERO;1
001208;92001;03;07;INICIATIVAS ACUERDO ELEV. JUNTA DISTRITO RELACIONADAS IGUALDAD GÉNERO;NÚMERO;8
001208;92001;03;08;REUNIONES DEL CONSEJO Y JUNTA DE SEGURIDAD;NÚMERO;2
001208;92001;04;10;LICENCIAS URBANÍSTICAS POR PROC. ORDINARIO ABREV. RESUELTAS;NÚMERO;5
001208;92001;04;09;TIEMPO MEDIO EN LA TRAMITACIÓN DE LICENCIAS;DÍAS;160
001208;92001;04;08;AUTORIZACIONES DE OCUPACIÓN DEL DOMINIO PÚBL. RESUELTAS;NÚMERO;487
001208;92001;04;07;AUTORIZACIONES DE OCUPACIÓN DEL DOMINIO PÚBL. SOLICITADAS;NÚMERO;497
001208;92001;04;06;LICENCIAS URBANÍSTICAS RESUELTAS;NÚMERO;140
001208;92001;04;05;LICENCIAS URBANÍSTICAS POR PROC. ORDINARIO COMÚN RESUELTAS;NÚMERO;135
001208;92001;04;04;COMUNICACIONES PREVIAS/DECLARACIONES RESPONSABLES RESUELTAS;NÚMERO;591
001208;92001;04;03;LICENCIAS URBANÍSTICAS SOLICITADAS;NÚMERO;121
001208;92001;04;02;LICENCIAS URBANÍSTICAS POR PROC. ORDINARIO COMÚN SOLICIT.;NÚMERO;121
001208;92001;04;01;COMUNICACIONES PREVIAS/DECLARACIONES RESPONSABLES SOLICITADAS;NÚMERO;581
001208;92001;05;01;INSPECCIONES URBANÍSTICAS REALIZADAS;NÚMERO;230
001208;92001;05;02;EXPEDIENTES SANCIONADORES RESUELTOS;NÚMERO;277
001208;92001;05;03;EXPEDIENTES DISCIPLINA URBANÍSTICA INICIADOS;NÚMERO;354
001208;92001;06;01;SUGERENCIAS Y RECLAMACIONES RELATIVAS AL DISTRITO CONTESTADAS;NÚMERO;900
001208;92001;06;02;TIEMPO MEDIO RESPUESTA A SUGERENCIAS Y RECLAMACIONES;DÍAS;30
001208;92001;06;03;ÍNDICE CONTEST. SUGERENCIAS Y RECLAM. EN 15 DÍAS;PORCENTAJE;10
001208;92001;06;04;ÍNDICE CONTEST. SUGERENCIAS Y RECLAM. EN 3 MESES MÁX.;PORCENTAJE;90
001208;92401;01;01;CONVOCATORIAS PLENO JUNTA DIFUNDIDAS ASOCIACIONES DTO;NÚMERO;12
001208;92401;01;02;REUNIONES DEL CONSEJO DE PROXIMIDAD DEL DISTRITO;NÚMERO;4
001208;92401;01;03;ASISTENCIA MEDIA HOMBRES CONSEJO DE PROXIMIDAD A  REUNIONES;RATIO;65
001208;92401;01;04;ASISTENCIA MEDIA MUJERES CONSEJO DE PROXIMIDAD A REUNIONES;RATIO;35
001208;92401;01;05;INCLUSIÓN DE PROPOSICIONES CONSEJO PROXIMIDAD EN PLENO;NÚMERO;9
001208;92401;01;06;PROPUESTAS ENTIDADES CIUDADANAS PRESENTADAS A LOS PLENOS JUNTA;NÚMERO;7
001208;92401;01;07;MUJERES ACREDITADAS INDIVIDUALMENTE EN EL CONSEJO DE PROXIMIDAD;PORCENTAJE;45
001208;92401;01;08;HOMBRES ACREDITADOS INDIVIDUALMENTE EN EL CONSEJO DE PROXIMIDAD;PORCENTAJE;55
001208;92401;01;09;ASISTENCIA MEDIA VECINAS A PLENOS DE LA JUNTA MUNICIPAL;RATIO;20
001208;92401;01;10;ASISTENCIA MEDIA VECINOS A PLENOS DE LA JUNTA MUNICIPAL;RATIO;20
001208;92401;02;01;ASOC. INSCRITAS REGISTRO ENTID. CIUD. CON DOMICILIO DISTRITO;NÚMERO;205
001208;92401;02;02;SUBVENCIONES SOLICITADAS;NÚMERO;80
001208;92401;02;03;SUBVENCIONES CONCEDIDAS;NÚMERO;35
001208;92401;02;04;SUBVENCIONES CONCEDIDAS / SUBVENCIONES SOLICITADAS.;PORCENTAJE;44
001208;92401;02;05;ASOCIACIONES Y ENTIDADES SUBVENCIONADAS;NÚMERO;27
001208;92401;02;06;POBLACIÓN DEL DISTRITO / ASOCIACIONES;RATIO;5
001208;92401;03;01;PROCESOS PARTICIPACIÓN ABIERTOS;NÚMERO;7
001208;92401;03;02; NÚMERO REUNIONES MANTENIDAS;NÚMERO;18
001208;92401;03;03;NÚMERO DE PARTICIPANTES EN LAS CONVOCATORIAS;NÚMERO;175
001208;92401;03;04;PORCENTAJE MUJERES PARTICIPANTES EN LAS CONVOCATORIAS;PORCENTAJE;55
001208;92401;03;05;PORCENTAJE HOMBRES PARTICIPANTES EN LAS CONVOCATORIAS;PORCENTAJE;45
001208;92401;03;06;PROPUESTAS DE ACTUACIÓN TOMADAS EN CONSIDERACIÓN ÓRG. GOBIERNO;PORCENTAJE;50
001208;92401;03;07;PROPUESTAS DE ACTUACIÓN TOMADAS EN CONSID. INCLUYAN PERSPECTIVA GÉNERO;PORCENTAJE;50
001208;92401;04;01;MUJERES EN CARGOS DIRECTIVOS DE LAS ASOCIACIONES BENEFICIARIAS DE SUBVENCIÓN EN CONVOCATORIA DE FOMENTO ASOCIACIONISMO;PORCENTAJE;55
001208;92401;04;02;HOMBRES EN CARGOS DIRECTIVOS DE LAS ASOCIACIONES BENEFICIARIAS DE SUBVENCIÓN EN CONVOCATORIA DE FOMENTO ASOCIACIONISMO;PORCENTAJE;45
001208;92401;04;03;ACTUACIONES DESARROLLADAS PARA FOMENTAR LA IGUALDAD DE GENERO EN LOS PROCESOS AUTORIZADOS;NÚMERO;25
001208;93302;01;01;EDIFICIOS CON MANTENIMIENTO A CARGO DEL DISTRITO;NÚMERO;37
001208;93302;01;02;SUPERF. CONSTRUIDA EDIF. MANTENIMIENTO CARGO DISTRITO;M2;50532
001208;93302;01;03;SUPERF. LIBRE EDIF. MANTENIMIENTO CARGO DEL DISTRITO;M2;11083
001208;93302;01;04;SUPERFICIE ZONAS VERDES MANTENIMIENTO A CARGO DTO.;M2;33509
001208;93302;01;05;INSTALACIONES ELEVACIÓN Y ELECTROMECÁNICAS MTO. CARGO DTO.;NÚMERO;23
001208;93302;02;01;EDIF. REFORMADOS SOBRE TOTAL MANTENIMIENTO CARGO DTO.;PORCENTAJE;5
001208;93302;02;02;SUPERF. EDIF. REFORMAR SOBRE TOTAL MANTENIM. CARGO DTO.;PORCENTAJE;1
001208;93302;02;03;EDIF. MUNICIPALES ADAPTADOS PARCIALMENTE NORMAT. INCENDIO;PORCENTAJE;73
001208;93302;02;04;EDIF. MUNICIPALES ADAPTADOS TOTALMENTE NORMAT. INCENCIOS;PORCENTAJE;27
001208;93302;02;05;EDIF. MUNICIPALES DONDE REALIZAN OBRAS ADAPTACIÓN NORMAT.;NÚMERO;10
001208;93302;02;06;INCIDENCIA OBRAS ADAPTACIÓN NORMATIVA DE INCENDIO;PORCENTAJE;15
001208;93302;02;07;EDIFICIOS DOTADOS DE SEGURIDAD;NÚMERO;4
001208;93302;03;01;PERSONAS EMPLEADAS EN LABORES DE LIMPIEZA DE EDIFICIOS DEL DISTRITO;MUJERES;42
001208;93302;03;02;PERSONAS EMPLEADAS EN LABORES DE LIMPIEZA DE EDIFICIOS DEL DISTRITO;HOMBRES;3
001208;93302;03;03;PERSONAS EMPLEADAS EN LABORES DE MANTENIMIENTO DE EDIFICIOS DEL DISTRITO;HOMBRES;9
001208;93302;03;04;PERSONAS EMPLEADAS EN PUESTOS DE COORDINACIÓN DE MANTENIMIENTO Y LIMPIEZA DE EDIFICIOS DEL DISTRITO;HOMBRES;4
001208;93302;03;05;EMPRESAS DE MANTENIMIENTO Y LIMPIEZA DE EDIFICIOS CON PROTOCOLOS DE ACTUACIÓN EN CASO DE ACOSOS SEXUAL Y LABORAL EN;PORCENTAJE;100
001208;93302;03;06;EMPRESAS DE MANTENIMIENTO Y LIMPIEZA DE EDIFICIOS CON PLANES DE IGUALDAD;PORCENTAJE;100
001209;15322;01;05;INTERVENCIONES A REALIZAR Y OTRAS ACT. CON CARGO A AYUNTAMIENTO;NÚMERO;4
001209;15322;01;04;OBRAS RECONSTRUCCIÓN ACERAS CON CARGO A AYUNTAMIENTO;NÚMERO;2
001209;15322;01;03;PASOS DE VEHÍCULOS CON CARGO AL AYUNTAMIENTO;NÚMERO;1
001209;15322;01;02;INTERVENCIONES A REALIZAR Y OTRAS ACT. CON CARGO A PARTICULARES;NÚMERO;1
001209;15322;01;01;PASOS DE VEHÍCULOS CON CARGO A PARTICULARES;NÚMERO;1
001209;23102;01;19;USUARIOS DE AYUDA A DOMICILIO PARA MENOR Y FAMILIA;NÚMERO;90
001209;23102;01;18;NIÑOS ATENDIDOS EN CENTROS DE DÍA;NÚMERO;60
001209;23102;01;17;NIÑAS ATENDIDAS EN CENTROS DE DÍA;NÚMERO;40
001209;23102;01;16;MENORES ATENDIDOS EN CENTROS DE DÍA;NÚMERO;100
001209;23102;01;15;NIÑOS  PARTICIPANTES EN ACTIVIDADES PERIODO NO LECTIVO;NÚMERO;350
001209;23102;01;14;NIÑAS PARTICIPANTES EN ACTIVIDADES PERIODO NO LECTIVO;NÚMERO;300
001209;23102;01;13;MENORES PARTICIPANTES  EN ACTIVIDADES PERÍODO NO LECTIVO;NÚMERO;650
001209;23102;01;12;NIÑOS BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA COMEDOR ESC.;NÚMERO;100
001209;23102;01;11;NIÑAS BENEFICIARIAS DE AYUDAS ECONÓMICAS PARA COMEDOR ESC.;NÚMERO;100
001209;23102;01;10;BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA COMEDOR ESCOLAR;NÚMERO;200
001209;23102;01;01;NIÑAS USUARIAS DE AYUDA A DOMICILIO PARA MENORES Y FAMILIA;NÚMERO;45
001209;23102;01;02;NIÑOS USUARIOS DE AYUDA A DOMICILIO PARA MENORES Y FAMILIA;NÚMERO;45
001209;23102;01;03;HORAS MENSUALES DE AYUDA A DOMICILIO;RATIO;25
001209;23102;01;04;BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA NECESIDADES BÁSICAS;NÚMERO;350
001209;23102;01;05;MUJERES BENEFICIARIAS DE AYUDAS ECONÓMICAS PARA NEC. BÁSICAS;NÚMERO;250
001209;23102;01;06;HOMBRES BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA NEC. BÁSICAS;NÚMERO;100
001209;23102;01;07;BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA ESCUELAS INFANTILES;NÚMERO;30
001209;23102;01;08;NIÑAS BENEFICIARIAS DE AYUDAS ECONÓMICAS PARA ESC. INFANTILES;NÚMERO;15
001209;23102;01;09;NIÑOS BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA ESC. INFANTILES;NÚMERO;15
001209;23102;02;09;NIÑAS ABSENTISTAS EN SEGUIMIENTO;NÚMERO;25
001209;23102;02;10;NIÑOS ABSENTISTAS EN SEGUIMIENTO;NÚMERO;25
001209;23102;02;11;REUNIONES COMISIÓN DE ABSENTISMO ESCOLAR;NÚMERO;5
001209;23102;02;12;NIÑAS BENEFIC. PROYECTO DISTRITAL AULA DE SOCIALIZACIÓN;NÚMERO;190
001209;23102;02;13;NIÑOS BENEFIC. PROYECTO DISTRITAL AULA DE SOCIALIZACIÓN;NÚMERO;190
001209;23102;02;14;MUJERES PARTICIPANTES PROYECTO DE APOYO PSICOSOCIAL;NÚMERO;200
001209;23102;02;15;HOMBRES PARTICIPANTES PROYECTO DE APOYO PSICOSOCIAL;NÚMERO;150
001209;23102;02;16;MENORES VALOR. EN EQUIPOS DE TR. DE MEN. Y FAM. Y COMIS. APOYO FAMLIAR;NÚMERO;500
001209;23102;02;17;MENORES ATENDIDOS PROG. MUN. APOYO SOCIOEDUCATIVO Y PRELABO. ADOLESCENTES;NÚMERO;100
001209;23102;02;18;MENORES Y ADOLESCENTES ATENDIDOS SERVICIO EDUCACIÓN SOCIAL;NÚMERO;800
001209;23102;02;19;MENORES ABSENTISTAS EN SEGUIMIENTO;NÚMERO;50
001209;23102;02;04;HORAS REUNIONES EQUIPOS TÉCNICOS MENORES/COMIS. APOYO FAMILIAR;HORAS;180
001209;23102;02;03;NIÑOS VALORADOS EQUIPOS TRAB. MEN. Y FA. Y COMIS. APOY;NÚMERO;250
001209;23102;02;02;NIÑAS VALORADAS EQUIPOS TRAB. MEN. Y FA. Y COMIS. APOYO FAMILIAR;NÚMERO;250
001209;23102;02;01;FAMILIAS ATENDIDAS CENTROS DE ATENCIÓN A LA INFANCIA;NÚMERO;180
001209;23102;02;08;MENORES/ADOLESCENTES HOMBRES ATENDIDOS EN EL SERV. EDUCACIÓN SOCIAL;NÚMERO;400
001209;23102;02;07;MENORES/ADOLESCENTES MUJERES ATENDIDAS EN EL SERV. EDUCACIÓN SOCIAL;NÚMERO;400
001209;23102;02;06;NIÑOS PROG. MUNI. APOYO SOCIOEDUCATIVO/PRELABORAL ADOLESC.;NÚMERO;60
001209;23102;02;05;NIÑAS PROG. MUNI. APOYO SOCIOEDUCATIVO/PRELABORAL ADOLESC.;NÚMERO;40
001209;23102;02;20;BENEFICIARIOS PROYECTO DISTRITAL AULA DE SOCIALIZACIÓN;NÚMERO;380
001209;23102;02;21;PARTICIPANTES PROY.DISTRITAL APOYO PSICOSOC, INDIV. Y GRUPAL MENORES Y FAMILIAS;NÚMERO;350
001209;23103;01;01;MUJERES MAYORES USUARIAS DEL SERVICIO DE AYUDA A DOMICILIO (SAD);NÚMERO;1800
001209;23103;01;02;HOMBRES MAYORES USUARIOS DEL SERVICIO DE AYUDA A DOMICILIO (SAD);NÚMERO;600
001209;23103;01;03;SOLICIT. PREST. SERV. AYUDA DOMICILIO PARA MUJERES MAYORES;NÚMERO;350
001209;23103;01;04;SOLICIT. PREST. SERV. AYUDA DOMICILIO PARA HOMBRES MAYORES;NÚMERO;150
001209;23103;01;05;HORAS MENSU.  AYUDA DOMICILIO PARA MUJERES MAYORES POR PERSONA;NÚMERO;19
001209;23103;01;06;HORAS MENSUA. AYUDA DOMICILIO PARA HOMBRES MAYORES POR PERSONA;NÚMERO;19
001209;23103;01;07;MUJERES MAYORES USUARIAS SERVICIO DE COMIDA A DOMICILIO;NÚMERO;85
001209;23103;01;08;HOMBRES MAYORES USUARIOS SERVICIO DE COMIDA A DOMICILIO;NÚMERO;65
001209;23103;01;09;MUJERES MAYORES USUARIAS DEL SERVICIO DE TELEASISTENCIA;NÚMERO;3400
001209;23103;01;10;HOMBRES MAYORES USUARIOS DEL SERVICIO DE TELEASISTENCIA;NÚMERO;1100
001209;23103;01;11;MUJERES BENEFICIARIAS AYUDAS ECONÓMICAS PARA NECESIDADES BÁSICAS;NÚMERO;5
001209;23103;01;12;HOMBRES BENEFICIARIOS AYUDAS ECONÓMICAS PARA NECESIDADES BÁSICAS;NÚMERO;5
001209;23103;01;13;AYUDAS TÉCNICAS PARA LA MOVILIDAD MUJERES;NÚMERO;50
001209;23103;01;14;AYUDAS TÉCNICAS PARA LA MOVILIDAD HOMBRES;NÚMERO;30
001209;23103;01;15;ÍNDICE ATENCIÓN DOMICILIARIA A MUJERES MAYORES 80 AÑOS;PORCENTAJE;80
001209;23103;01;16;ÍNDICE ATENCIÓN DOMICILIARIA A HOMBRES MAYORES 80 AÑOS;PORCENTAJE;50
001209;23103;01;17;MUJERES BENEFICIARIAS DE AYUDAS PARA ADAPTACIONES GERIÁTRICAS;NÚMERO;2
001209;23103;01;18;HOMBRE BENEFICIARIOS DE AYUDAS PARA ADAPTACIONES GERIÁTRICAS;NÚMERO;2
001209;23103;01;19;PERSONAS MAYORES USUARIOS DEL SERVICIO DE AYUDA A DOMICILIO;NÚMERO;2400
001209;23103;01;20;SOLICIT. PREST. SERV. AYUDA DOMICILIO PARA PERSONAS MAYORES;NÚMERO;500
001209;23103;01;21;HORAS MENSUALES AYUDA DOMICILIO MAYORES POR PERSONA;NÚMERO;19
001209;23103;01;22;PERSONAS MAYORES USUARIOS SERVICIO COMIDA A DOMICILIO;NÚMERO;150
001209;23103;01;23;PERSONAS MAYORES USUARIOS SERVICIO DE TELEASISTENCIA;NÚMERO;4500
001209;23103;01;24;BENEFICIARIOS AYUDAS ECONÓMICAS NECESIDADES BÁSICAS;NÚMERO;10
001209;23103;01;25;AYUDAS TÉCNICAS PARA LA MOVILIDAD;NÚMERO;80
001209;23103;01;26;BENEFICIARIOS AYUDAS PARA ADAPTACIONES GERIÁTRICAS;NÚMERO;4
001209;23103;01;27;ÍNDICE DE ATENCIÓN DOMICILIARIA A MAYORES DE 80 AÑOS;PORCENTAJE;70
001209;23103;01;28;ATENCIONES REALIZADAS SOBRE DEPENDENCIA;NÚMERO;4000
001209;23103;02;01;CENTROS DE MAYORES DEL DISTRITO;NÚMERO;4
001209;23103;02;02;MUJERES SOCIAS DE LOS CENTROS DE MAYORES;NÚMERO;10000
001209;23103;02;03;HOMBRES SOCIOS DE LOS CENTROS DE MAYORES;NÚMERO;5500
001209;23103;02;04;GRADO DE UTILIZACIÓN DE LOS CENTROS DE MAYORES (MUJERES);PORCENTAJE;40
001209;23103;02;05;GRADO DE UTILIZACIÓN DE LOS CENTROS DE MAYORES (HOMBRES);PORCENTAJE;20
001209;23103;02;06;MUJERES PARTICIPANTES EN TALLERES;NÚMERO;8000
001209;23103;02;07;HOMBRES PARTICIPANTES EN TALLERES;NÚMERO;2000
001209;23103;02;08;EXCURSIONES Y VISITAS SOCIO-CULTURALES REALIZADAS;NÚMERO;120
001209;23103;02;09;MUJERES PARTICIPANTES EN EXCURSIONES Y VISITAS SOCIO-CULTURALES;NÚMERO;1400
001209;23103;02;10;HOMBRES PARTICIPANTES EN EXCURSIONES Y VISITAS SOCIO-CULTURALES;NÚMERO;400
001209;23103;02;11;VOLUNTARIAS EN LOS CENTROS DE MAYORES;NÚMERO;40
001209;23103;02;12;VOLUNTARIOS EN LOS CENTROS DE MAYORES;NÚMERO;65
001209;23103;02;13;Nº COMIDAS SOCIOS BENEFICIARIOS COMEDOR EN CENTRO DE MAYORES;NÚMERO;7000
001209;23103;02;14;Nº COMIDAS SOCIAS BENEFICIARIAS COMEDOR EN CENTRO DE MAYORES;NÚMERO;11000
001209;23103;02;15;COMIDAS SERVIDAS EN LOS COMEDORES DE LOS CENTROS DE MAYORES;NÚMERO;25000
001209;23103;02;16;TALLERES DE ACTIVIDADES REALIZADOS;HORAS;11500
001209;23103;02;17;MUJERES PARTICIPANTES EN SERVICIO DE PODOLOGÍA;NÚMERO;3500
001209;23103;02;18;HOMBRES PARTICIPANTES EN SERVICIO DE PODOLOGÍA;NÚMERO;1500
001209;23103;02;19;MUJERES PARTICIPANTES EN SERVICIO DE PELUQUERÍA;NÚMERO;9000
001209;23103;02;20;HOMBRES PARTICIPANTES EN SERVICIO DE PELUQUERÍA;NÚMERO;500
001209;23103;02;21;SOCIOS Y SOCIAS DE LOS CENTROS DE MAYORES;NÚMERO;15500
001209;23103;02;22;GRADO DE UTILIZACIÓN DE LOS CENTROS DE MAYORES;PORCENTAJE;60
001209;23103;02;23;PARTICIPANTES EN TALLERES;NÚMERO;10000
001209;23103;02;24;PARTICIPANTES EN EXCURSIONES Y VISITAS SOCIO-CULTURALES;NÚMERO;1800
001209;23103;02;25;PARTICIPANTES SERVICIO DE PODOLOGÍA;NÚMERO;5000
001209;23103;02;26;PARTICIPANTES SERVICIO DE PELUQUERÍA;NÚMERO;9500
001209;23103;02;27;BENEFICIARIOS AYUDAS ECONÓMICAS COMEDOR MAYORES;NÚMERO;30
001209;23103;02;28;MUJERES BENEFICIARIAS AYUDAS ECONÓMICAS COMEDOR MAYORES;NÚMERO;5
001209;23103;02;29;HOMBRES BENEFICIARIOS AYUDAS ECONÓMICAS COMEDOR MAYORES;NÚMERO;25
001209;23103;03;01;MUJERES PARTICIPANTES DE LOS GRUPOS 'CUIDANDO AL CUIDADOR';NÚMERO;40
001209;23103;03;02;HOMBRES PARTICIPANTES DE LOS GRUPOS 'CUIDANDO AL CUIDADOR';NÚMERO;10
001209;23103;03;03;SESIONES GRUPALES DE LOS GRUPOS 'CUIDANDO AL CUIDADOR';HORAS;40
001209;23103;03;04;MUJERES USUARIAS PROGRAMA 'RESPIRO FAMILIAR' FINES DE SEMANA;NÚMERO;7
