CeGe;Prog. Finan.;Objetivo;Hipertexto Objetivo;
001208;31101;02;MEJORAR EL CONTROL DE LAS CONDICIONES TÉCNICAS E HIGIÉNICO-SANITARIAS DE LOS ESTABLECIMIENTOS CON INCIDENCIA DIRECTA SOBRE LA SALUD PÚBLICA (PELUQUERÍAS, ESTABLECIMIENTOS DE PIERCING Y TATUAJE, CENTROS DE CUIDADO Y RECREO INFANTIL, PISCINAS).;
001208;31101;03;MEJORAR EL CONTROL EN MATERIA DE SANIDAD Y PROTECCIÓN ANIMAL.;
001208;31101;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES EN MATERIA DE SALUD PÚBLICA.;
001208;32301;01;FACILITAR EL ACCESO AL SISTEMA EDUCATIVO A LOS MENORES DE TRES AÑOS MEDIANTE LAS ESCUELAS INFANTILES DE TITULARIDAD MUNICIPAL.;
001208;32301;02;INFORMAR, ORIENTAR Y ASESORAR A LA COMUNIDAD EDUCATIVA DEL DISTRITO.;
001208;32301;03;GARANTIZAR LAS CONDICIONES DE USO DE LOS CENTROS EDUCATIVOS MEDIANTE LAS CORRESPONDIENTES ACCIONES DE LIMPIEZA, MANTENIMIENTO, CONSERVACIÓN Y REFORMA DE LOS MISMOS.;
001208;32301;04;GARANTIZAR Y SUPERVISAR EL ACCESO A LOS CENTROS EDUCATIVOS MEDIANTE LA REPRESENTACIÓN MUNICIPAL EN LOS SERVICIOS DE APOYO A LA ESCOLARIZACIÓN DEL DISTRITO.;
001208;32301;05;DETECTAR DESIGUALDADES ENTRE HOMBRES Y MUJERES EN LAS LABORES DE MANTENIMIENTO Y LIMPIEZA DE LOS COLEGIOS Y ESCUELAS INFANTILES MUNICIPALES.;
001208;32301;06;CONTRIBUIR A LA AUTONOMÍA ECONÓMICA DE LAS MUJERES Y ELIMINAR BRECHAS DE GÉNERO;
001208;32501;01;PREVENIR Y REDUCIR EL ABSENTISMO ESCOLAR MEDIANTE LA COORDINACIÓN Y GESTIÓN DEL PROGRAMA DE PREVENCIÓN Y CONTROL DEL ABSENTISMO ESCOLAR.;
001208;32601;01;FOMENTAR EL DESARROLLO INTEGRAL DE LA POBLACIÓN ESCOLAR DEL DISTRITO  MEDIANTE ACTIVIDADES EDUCATIVAS;
001208;32601;02;PROMOVER LA PARTICIPACIÓN Y EL DESARROLLO DE LA CREATIVIDAD MEDIANTE EL FOMENTO DE ACTIVIDADES ARTÍSTICAS Y LA REALIZACIÓN DE CERTÁMENES Y CONCURSOS ESCOLARES.;
001208;32601;03;ANALIZAR Y PROFUNDIZAR EN LAS NECESIDADES EDUCATIVAS DEL DISTRITO;
001208;32601;04;CONTRIBUIR A LA AUTONOMÍA ECONÓMICA DE LAS MUJERES Y ELIMINAR BRECHAS DE GÉNERO;
001208;32601;05;DESARROLLAR ACTIVIDADES QUE CONTRIBUYAN A FACILITAR EL ACCESO A LA EDUCACIÓN Y A LOS CENTROS ESCOLARES FUERA DEL HORARIO LECTIVO;
001208;33401;01;FOMENTAR Y PROMOCIONAR LA CULTURA EN EL DISTRITO MEDIANTE LA ORGANIZACIÓN DE REPRESENTACIONES CULTURALES.;
001208;33401;02;SATISFACER LAS NECESIDADES DE EXPRESIÓN Y EL DESARROLLO DE CAPACIDADES DE LOS VECINOS DEL DISTRITO MEDIANTE UNA OFERTA VARIADA DE ACTIVIDADES SOCIO CULTURALES Y RECREATIVAS;
001208;33401;03;FOMENTAR LA CULTURA TRADICIONAL MEDIANTE LA CELEBRACIÓN DE FIESTAS POPULARES.;
001208;33401;04;FOMENTAR LA IGUALDAD DE GÉNERO EN EL ÁMBITO CULTURAL;
001208;33401;05;DETECTAR BRECHAS DE GÉNERO EN LA PROVISIÓN DE SERVICIOS CULTURALES;
001208;34101;01;PROMOCIONAR LOS DEPORTES ENTRE LOS VECINOS DEL DISTRITO MEDIANTE LA  ORGANIZACIÓN DE COMPETICIONES Y TORNEOS DEPORTIVOS MUNICIPALES Y OTRAS ACTIVIDADES DE PROMOCIÓN NO COMPETITIVAS.;
001208;34101;02;PROMOVER LA IGUALDAD DE GÉNERO EN EL ÁMBITO DEPORTIVO;
001208;34101;03;DETECTAR BRECHAS DE GÉNERO EN LA PROVISIÓN DE ACTIVIDADES Y/O SERVICIOS  DEPORTIVOS;
001208;34201;01;PONER A DISPOSICIÓN DE LOS CIUDADANOS UNA DIVERSIDAD DE INSTALACIONES DEPORTIVAS QUE FOMENTEN LA ACTIVIDAD FÍSICA Y LA PRÁCTICA DE DEPORTES.;
001208;34201;02;FACILITAR LA PRÁCTICA DEL DEPORTE ADECUANDO LA OFERTA DE LAS ACTIVIDADES DEPORTIVAS PROGRAMADAS A LAS DIFERENTES NECESIDADES Y DEMANDAS DE LOS VECINOS DEL DISTRITO.;
001208;34201;03;MEJORAR LAS INSTALACIONES DEPORTIVAS MEDIANTE LAS CORRESPONDIENTES ACTUACIONES DE REFORMA Y ACONDICIONAMIENTO.;
001208;34201;04;FOMENTAR LA IGUALDAD DE GÉNERO EN EL USO DE INSTALACIONES DEPORTIVAS;
001208;34201;05;DETECTAR BRECHAS DE GÉNERO EN ÁMBITO DEPORTIVO;
001208;34201;06;GARANTIZAR LA SEGURIDAD DE LOS CIUDADANOS Y USUARIOS DE LAS INSTALACIONES DEPORTIVAS Y MEJORAR LA ACCESIBILIDAD A LAS MISMAS;
001208;49300;01;ASEGURAR Y GARANTIZAR LA CALIDAD DE LOS SERVICIOS PRESTADOS EN MATERIA DE CONSUMO NO ALIMENTARIO EN ESTABLECIMIENTOS DEL DISTRITO CON INCIDENCIA EN LA PROTECCIÓN DEL CONSUMIDOR MEDIANTE EL DESARROLLO DE INSPECCIONES Y CAMPAÑAS.;
001208;49300;02;GARANTIZAR LOS DERECHOS DE LOS CONSUMIDORES MEDIANTE LA INFORMACIÓN, EL ASESORAMIENTO Y GESTIÓN DE RECLAMACIONES Y DENUNCIAS POR PARTE DE LA OFICINA MUNICIPAL DE INFORMACIÓN AL CONSUMIDOR (OMIC).;
001208;49300;03;PROGRAMA PARA REFORZAR LA CALIDAD DE LOS SERVICIOS MUNICIPALES DE CONSUMO;
001208;49300;04;PROMOVER EL COMERCIO TRADICIONAL Y LA HOSTELERIA;
001208;91220;01;ATENDER LOS GASTOS DE REPRESENTACIÓN, RELACIONES PÚBLICAS Y PROTOCOLO DERIVADOS DE LAS FUNCIONES PROPIAS DE CONCEJALÍA.;
001208;92001;01;PROMOVER LA EFICAZ GESTIÓN DE LOS SERVICIOS COMPETENCIA DE LA JUNTA MUNICIPAL, APORTANDO LOS MEDIOS NECESARIOS PARA EL DESARROLLO DE LAS FUNCIONES DE LA MISMA MEDIANTE LOS CORRESPONDIENTES PROCEDIMIENTOS DE CONTRATACIÓN.;
001208;92001;02;MEJORAR LA GESTIÓN ECONÓMICA OPTIMIZANDO LA RECAUDACIÓN DE LOS INGRESOS RELATIVOS A LA COMPETENCIA DEL DISTRITO Y LA TRAMITACIÓN DE LOS EXPEDIENTES DE GASTO.;
001208;92001;03;AGILIZAR Y MEJORAR LA ASISTENCIA JURÍDICA Y TÉCNICA, TANTO A LOS ÓRGANOS  UNIPERSONALES Y COLEGIADOS DEL DISTRITO, COMO A LAS UNIDADES ADMINISTRATIVAS DEPENDIENTES DE ÉL, MEDIANTE LA REALIZACIÓN DE INFORMES JURÍDICOS Y LA PREPARACIÓN DE ASUNTOS QUE SE ELEVEN A APROBACIÓN.;
001208;92001;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES DE CONCESIÓN DE LICENCIAS URBANÍSTICAS Y DE OCUPACIÓN DEL DOMINIO PÚBLICO LOCAL.;
001208;92001;05;AUMENTAR EL CONTROL DE LA LEGALIDAD VIGENTE EN MATERIA DE COMPETENCIA DE LOS ÓRGANOS DEL DISTRITO, MEDIANTE LA REALIZACIÓN DE INSPECCIONES Y LA TRAMITACIÓN DE LOS CORRESPONDIENTES EXPEDIENTES SANCIONADORES.;
001208;92001;06;MEJORAR LOS SERVICIOS PRESTADOS A LA CIUDADANÍA MEDIANTE LA GESTIÓN DE UN SISTEMA INTEGRADO DE SUGERENCIAS Y RECLAMACIONES.;
001208;92401;01;POTENCIAR LA PARTICIPACIÓN DE LOS VECINOS DEL DISTRITO A TRAVÉS DE LAS CANALES Y ÓRGANOS DE PARTICIPACIÓN CIUDADANA ESTABLECIDOS POR EL AYUNTAMIENTO DE MADRID.;
001208;92401;02;FOMENTAR EL ASOCIACIONISMO Y LA REALIZACIÓN DE PROYECTOS PARA EL DESARROLLO SOCIAL DEL DISTRITO.;
001208;92401;03;POTENCIAR LA PARTICIPACIÓN DE LOS VECINOS DEL DISTRITO A TRAVÉS DE SU IMPLICACIÓN EN PROCESOS DE PARTICIPACIÓN CIUDADANA Y DESARROLLO COMUNITARIO;
001208;92401;04;FOMENTAR LA IGUALDAD Y DETECTAR BRECHAS DE GÉNERO EN EL ÁMBITO DE LA PARTICIPACIÓN CIUDADANA.;
001208;93302;01;CONSERVAR LOS EDIFICIOS MUNICIPALES DEL DISTRITO Y SUS INSTALACIONES EN CONDICIONES IDÓNEAS PARA SU USO MEDIANTE LA REALIZACIÓN DE LAS CORRESPONDIENTES ACCIONES DE LIMPIEZA Y MANTENIMIENTO.;
001208;93302;02;GARANTIZAR LA SEGURIDAD DE LOS CIUDADANOS Y USUARIOS DE LOS EDIFICIOS  PÚBLICOS Y MEJORAR LA ACCESIBILIDAD A LOS MISMOS MEDIANTE LAS  CORRESPONDIENTES OBRAS DE REFORMA;
001208;93302;03;DETECTAR DESIGUALDADES ENTRE HOMBRES Y MUJERES EN LAS LABORES DE MANTENIMIENTO Y LIMPIEZA DE LOS EDIFICIOS MUNICIPALES.;
001208;93379;01;MEJORAR LA ACCESIBILIDAD DE LOS CENTROS DE SERVICIOS SOCIALES;
001209;15322;01;GESTIONAR EFICAZMENTE LAS ACTUACIONES MUNICIPALES QUE HAN SIDO DELEGADAS EN LOS DISTRITOS RESPECTO A LAS VÍAS PÚBLICAS.;
001209;23102;01;APOYAR A LAS FAMILIAS DEL DISTRITO EN LA CRIANZA Y EDUCACIÓN DE SUS HIJOS MEDIANTE PRESTACIONES DE CARÁCTER SOCIAL Y EDUCATIVO QUE PROMUEVAN EL DESARROLLO INTEGRAL DE LOS MENORES Y FAVOREZCAN LA CONCILIACIÓN DE LA VIDA FAMILIAR Y LABORAL.;
001209;23102;02;ATENDER A FAMILIAS Y MENORES EN SITUACIÓN DE RIESGO SOCIAL MEDIANTE  PROGRAMAS DE INTERVENCIÓN PSICOSOCIAL.;
001209;23103;01;GARANTIZAR LA ATENCIÓN DE LAS NECESIDADES DE LA POBLACIÓN MAYOR DEL  DISTRITO EN SU PROPIO ENTORNO SOCIAL.;
001209;23103;02;POTENCIAR LA PARTICIPACIÓN DEL MAYOR EN LA VIDA SOCIAL Y PREVENIR SU  DETERIORO FÍSICO-PSÍQUICO MEDIANTE LA REALIZACIÓN DE ACTIVIDADES DE  OCIO Y UTILIZACIÓN DEL TIEMPO LIBRE SALUDABLE.;
001209;23103;03;APOYO A LAS FAMILIAS CUIDADORAS PARA PREVENIR SITUACIONES DE RIESGO PARA LOS MAYORES.;
001209;23103;04;ATENDER A LOS MAYORES DEL DISTRITO CON DEMENCIA O CON DETERIORO  FUNCIONAL, RELACIONAL O COGNITIVO MEDIANTE LA UTILIZACIÓN DE LOS  CENTROS DE DÍA MUNICIPALES.;
001209;23103;05;FAVORECER ALTERNATIVAS DE CONVIVENCIA PARA LAS PERSONAS QUE NO PUEDEN  PERMANECER EN SU DOMICILIO MEDIANTE LA GESTIÓN DE SOLICITUDES PARA  ALOJAMIENTOS ALTERNATIVOS.;
001209;23103;06;MEJORAR LA DISPONIBILIDAD Y CALIDAD DE LAS INSTALACIONES Y EQUIPAMIENTOS DE LOS CENTROS DE MAYORES Y CENTROS DE DÍA MEDIANTE LAS CORRESPONDIENTES ACTUACIONES DE REFORMA Y ACONDICIONAMIENTO.;
001209;23106;01;GARANTIZAR LA ATENCIÓN SOCIAL DE LOS CIUDADANOS EN EL SISTEMA PÚBLICO DE SERVICIOS SOCIALES.;
001209;23106;02;APOYAR LA INTEGRACIÓN SOCIAL DE LAS PERSONAS CON DIVERSIDAD FUNCIONAL Y SUS FAMILIARES PROPORCIONÁNDOLES LOS RECURSOS Y PRESTACIONES NECESARIAS.;
001209;23106;03;PREVENIR SITUACIONES DE EXCLUSIÓN SOCIAL EXTREMA MEDIANTE PRESTACIONES  ECONÓMICAS Y PROYECTOS DE INSERCIÓN SOCIOLABORAL.;
001209;23106;04;ATENDER LAS NECESIDADES DE LAS PERSONAS SIN HOGAR MEDIANTE LA  INTERVENCIÓN SOCIAL Y LAS AYUDAS ECONÓMICAS QUE FAVOREZCAN SU  INTEGRACIÓN SOCIAL.;
001209;23106;05;MEJORAR LA DISPONIBILIDAD Y CALIDAD DE LAS INSTALACIONES Y EQUIPAMIENTO DE LOS CENTROS DE SERVICIOS SOCIALES DE DÍA MEDIANTE LAS CORRESPONDIENTES ACTUACIONES DE REFORMA Y ACONDICIONAMIENTO;
001209;31101;01;MEJORAR LA SEGURIDAD ALIMENTARIA EN EL DISTRITO MEDIANTE INSPECCIONES  PERIÓDICAS Y PROGRAMADAS, ASÍ COMO EL CONTROL OFICIAL DE ALIMENTOS DE MANERA QUE SE GARANTICEN LAS CONDICIONES HIGIÉNICO-SANITARIAS EN LOS ESTABLECIMIENTOS DONDE SE ELABORAN, CONSUMEN O VENDEN COMIDAS Y BEBIDAS.;
001209;31101;02;MEJORAR EL CONTROL DE LAS CONDICIONES TÉCNICAS E HIGIÉNICO SANITARIAS DE LOS ESTABLECIMIENTOS CON INCIDENCIA DIRECTA SOBRE LA SALUD PÚBLICA (PELUQUERÍAS, ESTABLECIMIENTOS DE PIERCING Y TATUAJE, CENTROS DE CIUDAD Y RECREO INFANTIL, PISCINAS).;
001209;31101;03;MEJORAR EL CONTROL EN MATERIA DE SANIDAD Y PROTECCIÓN ANIMAL.;
001209;31101;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES EN MATERIA DE SALUD PÚBLICA.;
001209;32301;01;GARANTIZAR Y SUPERVISAR EL ACCESO A LOS CENTROS EDUCATIVOS MEDIANTE LA REPRESENTACIÓN MUNICIPAL EN EL SERVICIO DE INFORMACIÓN A LA ESCOLARIZACIÓN DEL DISTRITO.;
001209;32301;02;FACILITAR EL ACCESO AL SISTEMA EDUCATIVO A LOS MENORES DE TRES AÑOS MEDIANTE LAS ESCUELAS INFANTILES DE TITULARIDAD MUNICIPAL.;
001209;32301;03;INFORMAR, ORIENTAR Y ASESORAR A LA COMUNIDAD EDUCATIVA DEL DISTRITO.;
001209;32301;04;MEJORAR LA CALIDAD DE LOS CENTROS EDUCATIVOS MEDIANTE LA REALIZACIÓN DE  LAS CORRESPONDIENTES ACCIONES DE MANTENIMIENTO, CONSERVACIÓN Y REFORMA DE LOS MISMOS.;
001209;32501;01;PREVENIR Y REDUCIR EL ABSENTISMO ESCOLAR MEDIANTE LA COORDINACIÓN Y  GESTIÓN DEL PROGRAMA DE PREVENCIÓN Y CONTROL DEL ABSENTISMO ESCOLAR.;
001209;32601;01;FOMENTAR EL DESARROLLO INTEGRAL DE LA POBLACIÓN ESCOLAR MEDIANTE EL DESARROLLO DE ACTIVIDADES DE CONCILIACIÓN DE LA VIDA LABORAL Y FAMILIAR.;
001209;32601;02;PROMOVER LA PARTICIPACIÓN Y EL DESARROLLO DE LA CREATIVIDAD MEDIANTE EL FOMENTO DE ACTIVIDADES ARTÍSTICAS Y LA REALIZACIÓN DE CERTÁMENES, MUESTRAS Y CONCURSOS ESCOLARES.;
001209;33401;01;SATISFACER LAS NECESIDADES DE EXPRESIÓN Y EL DESARROLLO DE CAPACIDADES DE LOS VECINOS DEL DISTRITO MEDIANTE UNA OFERTA VARIADA DE ACTIVIDADES CULTURALES SOCIOCULTURALES Y RECREATIVAS.;
001209;33401;02;FOMENTAR LA CULTURA TRADICIONAL MEDIANTE LA CELEBRACIÓN DE FIESTAS  POPULARES.;
001209;33401;03;FOMENTAR Y PROMOCIONAR LA CULTURA EN EL DISTRITO MEDIANTE LA  ORGANIZACIÓN DE REPRESENTACIONES CULTURALES.;
001209;33401;04;CONSEGUIR UNA MAYOR PARTICIPACIÓN DE LOS VECINOS EN LAS ACTIVIDADES  CULTURALES PROGRAMADAS DE LOS SERVICIOS CULTURALES DEL DISTRITO MEDIANTE EL ANÁLISIS DE LA DEMANDA Y LA DIFUSIÓN DE LA OFERTA.;
001209;33401;05;MEJORAR LA DISPONIBILIDAD Y CALIDAD DE LAS INSTALACIONES Y EQUIPAMIENTO  DE LOS CENTROS CULTURALES Y AUDITORIOS MEDIANTE LAS CORRESPONDIENTES ACTUACIONES DE REFORMA Y ACONDICIONAMIENTO.;
001209;33401;06;PROMOVER LA PARTICIPACIÓN ACTIVA DE MUJERES EN LA ACTIVIDAD CULTURAL DEL  DISTRITO;
001209;33401;07;DESARROLLAR ACTIVIDADES CULTURALES QUE PROMUEVAN LA RUPTURA DE  ESTEREOTIPOS DE GÉNERO.;
001209;33401;08;PROMOVER LA EFICAZ GESTIÓN DE LOS SERVICIOS CULTURALES MEDIANTE LA INCLUSIÓN DE CLÁUSULAS EN MATERIA DE IGUALDAD EN LOS PROCEDIMIENTOS DE CONTRATACIÓN.;
001209;34101;01;PROMOCIONAR  EL DEPORTE A TRAVÉS DE OTRAS ACTIVIDADES DE PROMOCIÓN NO  COMPETITIVAS.;
001209;34201;01;PONER A DISPOSICIÓN DE LOS CIUDADANOS UNA DIVERSIDAD DE INSTALACIONES DEPORTIVAS QUE FOMENTEN LA ACTIVIDAD FÍSICA Y LA PRÁCTICA DE DEPORTES.;
001209;34201;02;FOMENTAR Y FACILITAR LA PRÁCTICA DEL DEPORTE ADECUANDO LA OFERTA DE LAS ACTIVIDADES DEPORTIVAS PROGRAMADAS A LAS DIFERENTES NECESIDADES Y DEMANDAS DE LOS VECINOS DEL DISTRITO.;
001209;34201;03;PROMOCIONAR LOS DEPORTES DE COMPETICIÓN ENTRE LOS VECINOS DEL DISTRITO MEDIANTE LA ORGANIZACIÓN DE COMPETICIONES Y TORNEOS DEPORTIVOS MUNICIPALES Y OTRAS ACTIVIDADES DE PROMOCIÓN NO COMPETITIVAS EN LAS INSTALACIONES DEPORTIVAS.;
001209;34201;04;MEJORAR LAS INSTALACIONES DEPORTIVAS MEDIANTE LAS CORRESPONDIENTES  ACTUACIONES DE REFORMA Y ACONDICIONAMIENTO.;
001209;49300;01;ASEGURAR Y GARANTIZAR LA CALIDAD DE LOS SERVICIOS PRESTADOS EN MATERIA  DE CONSUMO EN ESTABLECIMIENTOS DEL DISTRITO CON INCIDENCIA EN LA  PROTECCIÓN DEL CONSUMIDOR MEDIANTE EL DESARROLLO DE INSPECCIONES Y CAMPAÑAS.;
001209;49300;02;GARANTIZAR LOS DERECHOS DE LOS CONSUMIDORES MEDIANTE LA INFORMACIÓN, EL  ASESORAMIENTO Y GESTIÓN DE RECLAMACIONES Y DENUNCIAS POR PARTE DE LA  OFICINA MUNICIPAL DE INFORMACIÓN AL CONSUMIDOR(OMIC).;
001209;49300;03;AGILIZAR LA GESTIÓN DE EXPEDIENTES EN MATERIA DE COMERCIO Y CONSUMO.;
001209;91220;01;GASTOS PARA ATENDER LAS FUNCIONES PROPIAS QUE LA NORMATIVA VIGENTE  ATRIBUYE A LOS CONCEJALES PRESIDENTES DEL DISTRITO.;
001209;92001;01;PROMOVER LA EFICAZ GESTIÓN DE LOS SERVICIOS COMPETENCIA DEL DISTRITO  APORTANDO LOS MEDIOS NECESARIOS PARA EL DESARROLLO DE LAS FUNCIONES DE  LA MISMA MEDIANTE LOS CORRESPONDIENTES PROCEDIMIENTOS DE CONTRATACIÓN.;
001209;92001;02;MEJORAR LA GESTIÓN ECONÓMICA OPTIMIZANDO LA RECAUDACIÓN DE LOS INGRESOS RELATIVOS A LA COMPETENCIA DEL DISTRITO Y LA TRAMITACIÓN DE LOS EXPEDIENTES DE GASTO.;
001209;92001;03;AGILIZAR Y MEJORAR LA ASISTENCIA JURÍDICA, TANTO A LOS ÓRGANOS UNIPERSONALES Y COLEGIADOS DEL DISTRITO COMO A LAS UNIDADES ADMINISTRATIVAS DEPENDIENTES DEL MISMO, MEDIANTE LA REALIZACIÓN DE INFORMES JURÍDICOS Y LA PREPARACIÓN DE ASUNTOS QUE SE ELEVA A APROBACIÓN.;
001209;92001;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES DE LICENCIAS URBANÍSTICAS Y DE  OCUPACIÓN DEL DOMINIO PÚBLICO LOCAL.;
001209;92001;05;AUMENTAR EL CONTROL DE LA LEGALIDAD VIGENTE EN MATERIA DE COMPETENCIA  DEL DISTRITO, MEDIANTE LA REALIZACIÓN DE INSPECCIONES Y LA TRAMITACIÓN DE LOS CORRESPONDIENTES EXPEDIENTES SANCIONADORES.;
001209;92001;06;MEJORAR LOS SERVICIOS PRESTADOS A LA CIUDADANÍA, MEDIANTE LA GESTION DE UN SISTEMA INTEGRADO DE SUGERENCIAS Y RECLAMACIONES.;
001209;92401;01;POTENCIAR LA PARTICIPACIÓN DE LOS VECINOS DEL DISTRITO A TRAVÉS DE LOS  CANALES Y ÓRGANOS DE PARTICIPACIÓN CIUDADANA ESTABLECIDOS EN EL REGLAMENTO ORGÁNICO DE PARTICIPACIÓN CIUDADANA DEL AYUNTAMIENTO DE MADRID.;
001209;92401;02;FOMENTAR EL ASOCIACIONISMO Y LA REALIZACIÓN DE PROYECTOS PARA EL  DESARROLLO SOCIAL DEL DISTRITO.;
001209;92401;03;EJECUCIÓN DE PROYECTOS DE PRESUPUESTOS PARTICIPATIVOS;
001209;93302;01;CONSERVAR LOS EDIFICIOS MUNICIPALES DEL DISTRITO Y SUS INSTALACIONES EN  CONDICIONES IDÓNEAS PARA SU USO MEDIANTE LA REALIZACIÓN DE LAS  CORRESPONDIENTES ACCIONES DE LIMPIEZA Y MANTENIMIENTO.;
001209;93302;02;GARANTIZAR LA SEGURIDAD DE LOS CIUDADANOS Y USUARIOS DE LOS EDIFICIOS  PÚBLICOS Y MEJORAR LA ACCESIBILIDAD A LOS MISMOS Y LA CALIDAD DEL SERVICIO MEDIANTE LAS CORRESPONDIENTES OBRAS DE CONSERVACIÓN Y REFORMA.;
001210;15322;01;GESTIONAR EFICAZMENTE LAS ACTUACIONES MUNICIPALES EN LAS VÍAS PÚBLICAS QUE HAN SIDO DELEGADAS EN LOS DISTRITOS.;
001210;15322;02;GESTIONAR EFICAZMENTE LAS ACTUACIONES PARTICULARES EN LAS VIAS PÚBLICAS;
001210;17102;01;ACTUACIONES EN LAS ZONAS VERDES DEL DISTRITO;
001210;23102;01;APOYAR A LAS FAMILIAS DEL DISTRITO EN LA CRIANZA DE SUS HIJOS MEDIANTE  PRESTACIONES DE CARÁCTER SOCIAL Y EDUCATIVO QUE PROMUEVAN EL DESARROLLO INTEGRAL DE LOS MENORES Y FAVOREZCAN LA CONCILIACIÓN DE LA VIDA FAMILIAR Y LABORAL.;
001210;23102;02;ATENDER A FAMILIAS Y MENORES EN SITUACIÓN DE RIESGO DE EXCLUSIÓN SOCIAL  MEDIANTE PROGRAMAS DE INTERVENCIÓN SOCIAL.;
001210;23103;01;GARANTIZAR LA ATENCIÓN DE LAS NECESIDADES DE LA POBLACIÓN MAYOR DEL DISTRITO EN SU PROPIO ENTORNO SOCIAL, MEDIANTE LOS SERVICIOS DE AYUDA A DOMICILIO Y EL SEGUIMIENTO Y LA ATENCIÓN INDIVIDUAL DE LAS PERSONAS MAYORES EN LOS CENTROS DE SERVICIOS SOCIALES.;
001210;23103;02;POTENCIAR LA PARTICIPACIÓN DE LA PERSONA  MAYOR EN LA VIDA SOCIAL Y PREVENIR SU DETERIORO FÍSICO-PSÍQUICO MEDIANTE LA REALIZACIÓN DE ACTIVIDADES DE OCIO Y UTILIZACIÓN DEL TIEMPO LIBRE SALUDABLE, MEDIANTE LA ANIMACIÓN SOCIOCULTURAL DE LOS CENTROS DE MAYORES CON ACTUACIONES QUE PROMUEVEN LA MEJORA DE LA CALIDAD DE VIDA Y LA PROMOCIÓN DE UNA VEJEZ ACTIVA, CON CRITERIOS TRANSVERSALES DE GÉNERO.;
001210;23103;03;APOYO A LAS FAMILIAS CUIDADORAS PARA PREVENIR SITUACIONES DE RIESGO PARA LOS MAYORES, MEDIANTE LA DETECCIÓN DE LOS CASOS DE RIESGO EN LOS CENTROS DE SERVICIOS SOCIALES, LOS PROYECTOS DE ATENCIÓN GRUPAL DEL DISTRITO Y LAS ACTUACIONES DEL ÁREA DELEGADA  CON COMPETENCIAS EN LOS SERVICIOS SOCIALES MUNICIPALES.;
001210;23103;04;ATENDER A LAS PERSONAS MAYORES DEL DISTRITO CON DEMENCIA O CON DETERIORO FUNCIONAL, RELACIONAL O COGNITIVO MEDIANTE LA UTILIZACIÓN DE LOS CENTROS DE DÍA MUNICIPALES, PREVIA DETECCIÓN DE LOS CASOS DE RIESGO EN LOS CENTROS DE SERVICIOS SOCIALES Y DE LA ORIENTACIÓN, A LAS FAMILIAS Y DE LA GESTIÓN DE LOS  RECURSOS PÚBLICOS EXISTENTES CON CRITERIOS TRANSVERSALES DE GÉNERO.;
001210;23103;05;FAVORECER ALTERNATIVAS DE CONVIVENCIA PARA LAS PERSONAS QUE NO PUEDEN PERMANECER EN SU DOMICILIO MEDIANTE LA GESTIÓN DE SOLICITUDES PARA ALOJAMIENTOS ALTERNATIVOS. EN LA ATENCIÓN SOCIAL QUE SE REALIZA EN LOS CENTROS DE SERVICIOS SOCIALES SE ORIENTA, INFORMA Y ASESORA A LAS FAMILIAS Y/O AL PROPIO INTERESADO SOBRE LAS POSIBILIDADES EXISTENTES Y SE GESTIONAN LOS RECURSOS DE LA RED PÚBLICA.;
001210;23106;01;GARANTIZAR LA ATENCIÓN SOCIAL DE LOS CIUDADANOS EN EL SISTEMA PÚBLICO DE SERVICIOS SOCIALES MEDIANTE LA ATENCIÓN SOCIAL INDIVIDUAL QUE SE REALIZA EN LOS CENTROS DE SERVICIOS SOCIALES MEDIANTE UN CIRCUITO DE ATENCIÓN SOCIAL QUE INCLUYE LA PRIMERA ATENCIÓN, LAS UNIDADES DE TRABAJO SOCIAL DE ZONA Y LA INTERVENCIÓN GRUPAL Y COMUNITARIA.;
001210;23106;02;APOYAR LA INTEGRACIÓN SOCIAL DE LAS PERSONAS DISCAPACITADAS O  LIMITACIONES EN SU AUTONOMÍA PERSONAL Y DE SUS FAMILIARES PROPORCIONÁNDOLES INFORMACIÓN, ASESORAMIENTO Y ORIENTACIÓN Y GESTIONANDO LOS RECURSOS Y PRESTACIONES NECESARIAS.;
001210;23106;03;PREVENIR SITUACIONES DE EXCLUSIÓN SOCIAL EXTREMA MEDIANTE LA GESTIÓN Y TRAMITACIÓN DE  PRESTACIONES ECONÓMICAS Y PROYECTOS DE INSERCIÓN SOCIO- LABORAL EN LOS CENTROS DE SERVICIOS SOCIALES PARA COLECTIVOS CON NECESIDADES ESPECÍFICAS QUE REQUIEREN DEL APOYO INSITUCIONAL PARA MEJORAR SUS EXPECTATIVAS DE NORMALIZACIÓN SOCIAL.;
001210;23168;01;Atender las necesidades básicas de familias en situación de vulnerabilidad, para su inclusión social y acceso al mercado de trabajo, mediante la gestión de prestaciones económicas.;
001210;31101;01;MEJORAR LA SEGURIDAD ALIMENTARIA EN EL DISTRITO MEDIANTE INSPECCIONES PERIÓDICAS Y PROGRAMADAS, ASÍ COMO EL CONTROL OFICIAL DE ALIMENTOS DE MANERA QUE SE GARANTICEN LAS CONDICIONES HIGIÉNICO-SANITARIAS EN LOS ESTABLECIMIENTOS DONDE SE ELABORAN, CONSUMEN O VENDEN COMIDAS Y BEBIDAS.;
